task,design,fold,repeat,n_genes,n_selected,n_off_panel,genes_off_panel,n_common_genes,n_selection_samples,n_selection_spots,selection_material,seconds,genes
INDIANA_KIDNEY,random,2,4,50,50,0,,3602,26,27591,random_training_spots,11.9,ACTA2;ACY1;ADGRF5;AKR1C3;APOL1;AQP2;BHMT2;BICDL1;BOLA3;CDC42EP3;CLDN10;CLDN5;CLU;CRIP1;DEPP1;FAM102A;FHL1;FN1;G0S2;GPNMB;HLA-DMB;IGFBP3;MAL2;MRPL34;MSRB1;MT1F;MT1X;NDUFS4;NQO2;PLAT;PLIN2;PLPP3;PODXL;PROM2;PTPRB;RDH10;RGCC;S100A2;SLC9A3R2;SMIM5;SPARCL1;TCIM;TGFBR3;TIMM10;TMEM101;TNFSF10;TPD52L1;TWSG1;VAMP5;ZFP36
INDIANA_KIDNEY,random,3,0,50,50,0,,3621,26,24957,random_training_spots,12.3,ACTA2;ACY1;ADGRF5;AKR1C3;AQP2;BHMT2;BICDL1;BOLA3;BTG2;CDC42EP3;CLDN10;CLDN5;CRIP1;DEPP1;FAM102A;FHL1;FN1;G0S2;GPNMB;HLA-DMB;IGFBP3;MRPL34;MRPS36;MSRB1;MT1F;MT1X;NDUFS4;NQO2;PDLIM2;PFKFB3;PLAT;PLIN2;PLPP3;PODXL;PROM2;PTPRB;RDH10;RGCC;S100A2;SLC9A3R2;SMIM5;SPARCL1;TCIM;TGFBR3;TIMM10;TMEM101;TNFSF10;TPD52L1;TWSG1;VAMP5
INDIANA_KIDNEY,random,3,1,50,50,0,,3615,26,24957,random_training_spots,12.4,ACTA2;ACY1;AKR1C3;AQP2;BHMT2;BICDL1;BOLA3;CD68;CDC42EP3;CLDN10;CLDN5;CLU;DEPP1;FAM102A;FHL1;FN1;G0S2;GPNMB;HLA-DMB;IGFBP3;MAL2;MRPL34;MSRB1;MT1F;MT1X;NQO2;NRDC;PFKFB3;PLAT;PLIN2;PLPP3;PODXL;PROM2;PTBP3;PTPRB;RDH10;RGCC;S100A2;SLC9A3R2;SMIM5;SPARCL1;TCIM;TFRC;TGFBR3;TIMM10;TMEM101;TNFSF10;TPD52L1;TWSG1;VAMP5
INDIANA_KIDNEY,random,3,2,50,50,0,,3622,26,24957,random_training_spots,13.0,ACTA2;ACY1;AKR1C3;APOL1;AQP2;BHMT2;BICDL1;BOLA3;BTG2;CDC42EP3;CLDN10;CLDN5;CRIP1;DEPP1;FAM102A;FHL1;FN1;G0S2;GPNMB;HLA-DMB;IGFBP3;MAL2;MRPL34;MRPS12;MSRB1;MT1F;MT1X;NRDC;PERP;PFKFB3;PLAT;PLIN2;PLPP3;PODXL;PROM2;PTPRB;RDH10;RGCC;S100A2;SLC9A3R2;SMIM5;SPARCL1;TCIM;TFRC;TGFBR3;TIMM10;TMEM101;TNFSF10;TPD52L1;ZFP36
INDIANA_KIDNEY,random,3,3,50,50,0,,3596,26,24957,random_training_spots,11.0,ACTA2;ACY1;ADGRF5;AKR1C3;AQP2;BHMT2;BICDL1;BOLA3;BTG2;CD68;CDC42EP3;CLDN10;CLDN5;CRIP1;DEPP1;EMCN;FAM102A;FHL1;FN1;GPNMB;HLA-DMB;IGFBP3;MRPL34;MSRB1;MT1F;MT1X;NDUFS4;NQO2;PDLIM2;PFKFB3;PLAT;PLIN2;PLPP3;PODXL;PROM2;PTPRB;RDH10;RGCC;S100A2;SLC9A3R2;SMIM5;SPARCL1;TCIM;TFRC;TGFBR3;TIMM10;TMEM101;TNFSF10;TPD52L1;TWSG1
INDIANA_KIDNEY,random,3,4,50,50,0,,3595,26,24957,random_training_spots,11.6,ACTA2;ACY1;ADGRF5;AKR1C3;APOL1;AQP2;BHMT2;BICDL1;CD68;CDC42EP3;CLDN10;CLDN5;CRIP1;DEPP1;FAM102A;FHL1;FN1;G0S2;GPNMB;HLA-DMB;IGFBP3;MAL2;MRPL34;MSRB1;MT1F;MT1X;NDUFS4;NQO2;PDLIM2;PFKFB3;PLAT;PLIN2;PLPP3;PODXL;PROM2;PTPRB;RDH10;RGCC;S100A2;SLC9A3R2;SMIM5;SPARCL1;TCIM;TGFBR3;TIMM10;TMEM101;TNFSF10;TPD52L1;TWSG1;VAMP5
INDIANA_KIDNEY,random,4,0,50,50,0,,3639,26,27059,random_training_spots,12.7,ACTA2;ACY1;ADGRF5;AKR1C3;AQP2;BHMT2;BICDL1;BTG2;CD68;CDC42EP3;CLDN10;CLDN5;CLU;CRIP1;DEPP1;EMCN;FAM102A;FHL1;FN1;G0S2;GPNMB;HLA-DMB;IGFBP3;MAL2;MT1F;MT1X;NDUFS4;NQO2;PDLIM2;PFKFB3;PLAT;PLIN2;PLPP3;PODXL;PROM2;PTBP3;PTPRB;RDH10;RGCC;S100A2;SLC9A3R2;SMIM5;SPARCL1;TCIM;TFRC;TGFBR3;TIMM10;TMEM101;TPD52L1;TWSG1
INDIANA_KIDNEY,random,4,1,50,50,0,,3587,26,27059,random_training_spots,12.4,ACTA2;ACY1;ADGRF5;AKR1C3;AQP2;BHMT2;BICDL1;BOLA3;CDC42EP3;CLDN10;CLDN5;CLU;CRIP1;DEPP1;EMCN;FAM102A;FHL1;FN1;G0S2;GPNMB;HLA-DMB;IGFBP3;MAL2;MT1F;NDUFS4;NQO2;PDLIM2;PFKFB3;PLAT;PLIN2;PLPP3;PODXL;PROM2;PTBP3;PTPRB;RDH10;S100A2;SLC9A3R2;SMIM5;SPARCL1;TCIM;TFRC;TGFBR3;TIMM10;TMEM101;TNFSF10;TPD52L1;TWSG1;VAMP5;XBP1
INDIANA_KIDNEY,random,4,2,50,50,0,,3627,26,27059,random_training_spots,13.2,ACTA2;ACY1;ADGRF5;AKR1C3;APOL1;AQP2;BHMT2;BICDL1;BOLA3;BTG2;CD68;CDC42EP3;CLDN10;CLDN5;CLU;COL3A1;CRIP1;DEPP1;FHL1;FN1;GPNMB;HLA-DMB;IGFBP3;MRPS36;MT1F;MT1X;NDUFS4;NQO2;PDLIM2;PLAT;PLIN2;PLPP3;PODXL;PROM2;PTBP3;PTPRB;RDH10;RGCC;S100A2;SLC9A3R2;SMIM5;SPARCL1;TCIM;TFRC;TGFBR3;TIMM10;TMEM101;TNFSF10;TPD52L1;VAMP5
INDIANA_KIDNEY,random,4,3,50,50,0,,3639,26,27059,random_training_spots,13.3,ACTA2;ACY1;ADGRF5;AKR1C3;AQP2;BHMT2;BICDL1;BOLA3;BTG2;CDC42EP3;CLDN10;CLDN5;CLU;CRIP1;DEPP1;EMCN;FAM102A;FHL1;FN1;GPNMB;HLA-DMB;IGFBP3;MAL2;MT1F;MT1X;NDUFS4;NQO2;PDLIM2;PFKFB3;PLAT;PLIN2;PLPP3;PODXL;PROM2;PTBP3;PTPRB;RDH10;RGCC;S100A2;SLC9A3R2;SMIM5;SPARCL1;TCIM;TGFBR3;TIMM10;TMEM101;TNFSF10;TPD52L1;TWSG1;XBP1
INDIANA_KIDNEY,random,4,4,50,50,0,,3642,26,27059,random_training_spots,12.4,ACTA2;ACY1;AKR1C3;APOL1;AQP2;BHMT2;BICDL1;BOLA3;BTG2;C1QBP;CD68;CDC42EP3;CLDN10;CLDN5;CRIP1;DEPP1;FAM102A;FHL1;FN1;G0S2;GPNMB;HLA-DMB;IGFBP3;MAL2;MRPL34;MRPS36;MSRB1;MT1F;PFKFB3;PLAT;PLIN2;PLPP3;PODXL;PROM2;PTPRB;RDH10;RGCC;S100A2;SLC9A3R2;SMIM5;SPARCL1;TCIM;TFRC;TGFBR3;TIMM10;TMEM101;TNFSF10;TPD52L1;VAMP5;ZFP36
INDIANA_KIDNEY,random,5,0,50,50,0,,3593,26,28169,random_training_spots,13.2,ACTA2;ACY1;ADGRF5;AKR1C3;AQP2;BHMT2;BICDL1;BOLA3;CD68;CDC42EP3;CLDN10;CLDN5;CLU;CRIP1;DEPP1;EMCN;FAM102A;FHL1;FN1;GPNMB;HLA-DMB;IGFBP3;MAL2;MRPL34;MT1F;MT1X;NDUFS4;NQO2;PDLIM2;PFKFB3;PLAT;PLIN2;PLPP3;PODXL;PROM2;PTBP3;PTPRB;RDH10;RGCC;S100A2;SLC9A3R2;SMIM5;SPARCL1;TCIM;TGFBR3;TIMM10;TMEM101;TNFSF10;TPD52L1;TWSG1
INDIANA_KIDNEY,random,5,1,50,50,0,,3614,26,28169,random_training_spots,13.8,ACTA2;ACY1;ADGRF5;AKR1C3;AQP2;BHMT2;BICDL1;BOLA3;CDC42EP3;CLDN10;CLDN5;CLU;CRIP1;DEPP1;FAM102A;FHL1;FN1;G0S2;GPNMB;HLA-DMB;IGFBP3;MRPL34;MT1F;MT1X;NDUFS4;NQO2;PDLIM2;PFKFB3;PLAT;PLIN2;PLPP3;PODXL;PROM2;PTBP3;PTPRB;RDH10;RGCC;S100A2;SLC9A3R2;SMIM5;SPARCL1;TCIM;TFRC;TGFBR3;TIMM10;TMEM101;TNFSF10;TPD52L1;TWSG1;VAMP5
INDIANA_KIDNEY,random,5,2,50,50,0,,3642,26,28169,random_training_spots,13.2,ACTA2;ACY1;AKR1C3;AQP2;ARG2;BHMT2;BICDL1;BOLA3;CD68;CDC42EP3;CLDN10;CLDN5;CLU;CRIP1;DEPP1;FAM102A;FHL1;FN1;G0S2;GPNMB;HLA-DMB;IGFBP3;LAPTM5;MAL2;MRPL34;MRPS12;MRPS36;MSRB1;MT1F;MT1X;PFKFB3;PLAT;PLIN2;PLPP3;PODXL;PROM2;PTPRB;RDH10;RGCC;S100A2;SLC9A3R2;SMIM5;SPARCL1;TCIM;TGFBR3;TIMM10;TMEM101;TNFSF10;TPD52L1;VAMP5
INDIANA_KIDNEY,random,5,3,50,50,0,,3638,26,28169,random_training_spots,12.2,ACTA2;ACY1;ADGRF5;AKR1C3;AQP2;BHMT2;BICDL1;BOLA3;BTG2;CD68;CDC42EP3;CLDN10;CLDN5;CLU;COL3A1;CRIP1;DEPP1;EMCN;FAM102A;FHL1;FN1;GPNMB;HLA-DMB;IGFBP3;MAL2;MSRB1;MT1F;MT1X;NDUFS4;NQO2;PDLIM2;PFKFB3;PLAT;PLIN2;PLPP3;PODXL;PROM2;PTBP3;PTPRB;RDH10;S100A2;SLC9A3R2;SMIM5;TCIM;TFRC;TGFBR3;TIMM10;TMEM101;TPD52L1;TWSG1
INDIANA_KIDNEY,random,5,4,50,50,0,,3607,26,28169,random_training_spots,11.8,ACTA2;ACY1;ADGRF5;AKR1C3;APOL1;AQP2;BHMT2;BICDL1;BOLA3;CDC42EP3;CLDN10;CLDN5;CLU;CRIP1;DEPP1;FAM102A;FHL1;FN1;G0S2;GPNMB;HLA-DMB;IGFBP3;MAL2;MRPL34;MSRB1;MT1F;MT1X;NDUFS4;NQO2;PFKFB3;PLAT;PLIN2;PLPP3;PODXL;PROM2;PTPRB;RDH10;S100A2;SLC9A3R2;SMIM5;SPARCL1;TCIM;TFRC;TGFBR3;TIMM10;TMEM101;TNFSF10;TPD52L1;TWSG1;VAMP5
