task,sample_id,hest_patient,source_url,donor_statement,donor_id,donor_label_status,notes,hest_dataset_title,hest_subseries,hest_source_page,correction
CCRCC,INT5,Patient 20,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates",INT5,verified,"Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,ccRCC tumor frozen_b_18,None (internal),
CCRCC,INT6,Patient 19,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates",INT6,verified,"Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,ccRCC tumor frozen_b_13,None (internal),
CCRCC,INT7,Patient 18,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates",INT7,verified,"Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,ccRCC tumor frozen_b_7,None (internal),
CCRCC,INT8,Patient 17,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates",INT8,verified,"Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,ccRCC tumor frozen_b_1,None (internal),
CCRCC,INT9,Patient 16,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates",INT9,verified,"Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,ccRCC tumor frozen_a_17,None (internal),
CCRCC,INT10,Patient 15,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates",INT10,verified,"Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,ccRCC tumor frozen_a_15,None (internal),
CCRCC,INT11,Patient 14,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates",INT11,verified,"Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,ccRCC tumor frozen_a_3,None (internal),
CCRCC,INT12,Patient 13,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates",INT12,verified,"Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,ccRCC tumor frozen_a_1,None (internal),
CCRCC,INT13,Patient 12,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates",INT13,verified,"Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,ccRCC tumor ffpe_c_51,None (internal),
CCRCC,INT14,Patient 11,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates",INT14,verified,"Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,ccRCC tumor ffpe_c_45,None (internal),
CCRCC,INT15,Patient 10,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates",INT15,verified,"Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,ccRCC tumor ffpe_c_39,None (internal),
CCRCC,INT16,Patient 9,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates",INT16,verified,"Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,ccRCC tumor ffpe_c_36,None (internal),
CCRCC,INT17,Patient 8,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates",INT17,verified,"Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,ccRCC tumor ffpe_c_34,None (internal),
CCRCC,INT18,Patient 7,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates",INT18,verified,"Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,ccRCC tumor ffpe_c_21,None (internal),
CCRCC,INT19,Patient 6,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates",INT19,verified,"Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,ccRCC tumor ffpe_c_20,None (internal),
CCRCC,INT20,Patient 5,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates",INT20,verified,"Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,ccRCC tumor ffpe_c_10,None (internal),
CCRCC,INT21,Patient 4,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates",INT21,verified,"Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,ccRCC tumor ffpe_c_7,None (internal),
CCRCC,INT22,Patient 3,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates",INT22,verified,"Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,ccRCC tumor ffpe_c_4,None (internal),
CCRCC,INT23,Patient 2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates",INT23,verified,"Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,ccRCC tumor ffpe_c_3,None (internal),
CCRCC,INT24,Patient 1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates",INT24,verified,"Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,ccRCC tumor ffpe_c_2,None (internal),
