sample_id,donor_id,donor_label_status,source_url,donor_statement,notes,correction
INT7,INT7,verified,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates","Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",
INT8,INT8,verified,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates","Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",
INT9,INT9,verified,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates","Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",
INT10,INT10,verified,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates","Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",
INT11,INT11,verified,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates","Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",
INT12,INT12,verified,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates","Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",
INT13,INT13,verified,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates","Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",
INT14,INT14,verified,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates","Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",
INT15,INT15,verified,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates","Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",
INT16,INT16,verified,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates","Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",
INT17,INT17,verified,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates","Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",
INT18,INT18,verified,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates","Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",
INT19,INT19,verified,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates","Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",
INT20,INT20,verified,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates","Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",
INT21,INT21,verified,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates","Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",
INT22,INT22,verified,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates","Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",
INT23,INT23,verified,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates","Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",
INT24,INT24,verified,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175540,"24 distinct GSM titles across 3 cohorts (ffpe_c/frozen_a/frozen_b/frozen_c), no duplicates","Source: Meylan et al. 2022 Immunity (DOI 10.1016/j.immuni.2022.02.001), spatial-transcriptomics GEO deposit GSE175540 (""Spatial transcriptomics of fresh frozen ccRCC human tumors""). Contains exactly 24 GSMs (GSM5924030-GSM5924053), matching HEST's 24 INT samples. GSM titles are 24 DISTINCT tumor identifiers drawn from three named cohorts: ""ffpe_c_{2,3,4,7,10,20,21,34,36,39,45,51}"" (12 samples), ""frozen_a_{1,3,15,17}"" (4), ""frozen_b_{1,7,13,18}"" (4), ""frozen_c_{2,5,23,57}"" (4) -- matching a secondary source's description of ""Tumor samples from three ccRCC cohorts... 24 tumors...characterized by Visium"". All 24 titles are unique, positively confirming 24 distinct tumor/patient samples, consistent with HEST's ""Patient 1"" through ""Patient 24"" distinct labels. Exact INT-id <-> specific GSM/cohort-number correspondence was not individually re-derived (HEST's gated metadata table would be needed for that), but the audit question at stake -- are all 24 samples genuinely different patients, with none merged or split -- is verified at the source level: 24 GSMs, 24 distinct titles, no duplicates.",
MEND139,PRAD_patient2,verified,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 2"")","Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",
MEND140,PRAD_patient2,verified,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 2"")","Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",
MEND141,PRAD_patient2,verified,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 2"")","Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",
MEND142,PRAD_patient2,verified,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 2"")","Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",
