encoder,task,label_set,design,fold,repeat,cal_draw,calibration_unit,n_units_in_pool,n_cal_units,n_cal_spots,n_cal_slides,n_pool_spots,n_train_natural,n_train_matched,n_match_target,n_train_buffer_dropped,n_blocks_total,n_test,n_test_slides,test_slides,cal_slides,cal_shares_donor_with_test,cal_shares_session_with_test,cal_shares_resolution_group_with_test,cal_shares_exact_session_with_test,cal_status,size_match
resnet50,LYMPH_IDC,shipped,random,1,1,0,spot,14972,2995,2995,4,14972,11977,11977,11977,0,,4992,4,NCBI681;NCBI682;NCBI683;NCBI684,NCBI681;NCBI682;NCBI683;NCBI684,True,True,True,,ok,task
resnet50,LYMPH_IDC,shipped,random,1,2,0,spot,14972,2995,2995,4,14972,11977,11977,11977,0,,4992,4,NCBI681;NCBI682;NCBI683;NCBI684,NCBI681;NCBI682;NCBI683;NCBI684,True,True,True,,ok,task
resnet50,LYMPH_IDC,shipped,random,1,3,0,spot,14972,2995,2995,4,14972,11977,11977,11977,0,,4992,4,NCBI681;NCBI682;NCBI683;NCBI684,NCBI681;NCBI682;NCBI683;NCBI684,True,True,True,,ok,task
resnet50,LYMPH_IDC,shipped,random,1,4,0,spot,14972,2995,2995,4,14972,11977,11977,11977,0,,4992,4,NCBI681;NCBI682;NCBI683;NCBI684,NCBI681;NCBI682;NCBI683;NCBI684,True,True,True,,ok,task
resnet50,LYMPH_IDC,shipped,random,2,0,0,spot,14976,2996,2996,4,14976,11980,11977,11977,0,,4988,4,NCBI681;NCBI682;NCBI683;NCBI684,NCBI681;NCBI682;NCBI683;NCBI684,True,True,True,,ok,task
resnet50,LYMPH_IDC,shipped,random,2,1,0,spot,14976,2996,2996,4,14976,11980,11977,11977,0,,4988,4,NCBI681;NCBI682;NCBI683;NCBI684,NCBI681;NCBI682;NCBI683;NCBI684,True,True,True,,ok,task
resnet50,LYMPH_IDC,shipped,random,2,2,0,spot,14976,2996,2996,4,14976,11980,11977,11977,0,,4988,4,NCBI681;NCBI682;NCBI683;NCBI684,NCBI681;NCBI682;NCBI683;NCBI684,True,True,True,,ok,task
resnet50,LYMPH_IDC,shipped,random,2,3,0,spot,14976,2996,2996,4,14976,11980,11977,11977,0,,4988,4,NCBI681;NCBI682;NCBI683;NCBI684,NCBI681;NCBI682;NCBI683;NCBI684,True,True,True,,ok,task
resnet50,LYMPH_IDC,shipped,random,2,4,0,spot,14976,2996,2996,4,14976,11980,11977,11977,0,,4988,4,NCBI681;NCBI682;NCBI683;NCBI684,NCBI681;NCBI682;NCBI683;NCBI684,True,True,True,,ok,task
resnet50,LYMPH_IDC,shipped,random,3,0,0,spot,14972,2995,2995,4,14972,11977,11977,11977,0,,4992,4,NCBI681;NCBI682;NCBI683;NCBI684,NCBI681;NCBI682;NCBI683;NCBI684,True,True,True,,ok,task
resnet50,LYMPH_IDC,shipped,random,3,1,0,spot,14972,2995,2995,4,14972,11977,11977,11977,0,,4992,4,NCBI681;NCBI682;NCBI683;NCBI684,NCBI681;NCBI682;NCBI683;NCBI684,True,True,True,,ok,task
resnet50,LYMPH_IDC,shipped,random,3,2,0,spot,14972,2995,2995,4,14972,11977,11977,11977,0,,4992,4,NCBI681;NCBI682;NCBI683;NCBI684,NCBI681;NCBI682;NCBI683;NCBI684,True,True,True,,ok,task
resnet50,LYMPH_IDC,shipped,random,3,3,0,spot,14972,2995,2995,4,14972,11977,11977,11977,0,,4992,4,NCBI681;NCBI682;NCBI683;NCBI684,NCBI681;NCBI682;NCBI683;NCBI684,True,True,True,,ok,task
resnet50,LYMPH_IDC,shipped,random,3,4,0,spot,14972,2995,2995,4,14972,11977,11977,11977,0,,4992,4,NCBI681;NCBI682;NCBI683;NCBI684,NCBI681;NCBI682;NCBI683;NCBI684,True,True,True,,ok,task
resnet50,PAAD,shipped,random,0,0,0,spot,5561,1113,1113,3,5561,4448,3168,3168,0,,2010,3,TENX116;TENX126;TENX140,TENX116;TENX126;TENX140,True,True,True,,ok,task
resnet50,PAAD,shipped,random,0,1,0,spot,5561,1113,1113,3,5561,4448,3168,3168,0,,2010,3,TENX116;TENX126;TENX140,TENX116;TENX126;TENX140,True,True,True,,ok,task
resnet50,PAAD,shipped,random,0,2,0,spot,5561,1113,1113,3,5561,4448,3168,3168,0,,2010,3,TENX116;TENX126;TENX140,TENX116;TENX126;TENX140,True,True,True,,ok,task
resnet50,PAAD,shipped,random,0,3,0,spot,5561,1113,1113,3,5561,4448,3168,3168,0,,2010,3,TENX116;TENX126;TENX140,TENX116;TENX126;TENX140,True,True,True,,ok,task
resnet50,PAAD,shipped,random,0,4,0,spot,5561,1113,1113,3,5561,4448,3168,3168,0,,2010,3,TENX116;TENX126;TENX140,TENX116;TENX126;TENX140,True,True,True,,ok,task
resnet50,PAAD,shipped,random,1,0,0,spot,3961,793,793,3,3961,3168,3168,3168,0,,3610,3,TENX116;TENX126;TENX140,TENX116;TENX126;TENX140,True,True,True,,ok,task
resnet50,PAAD,shipped,random,1,1,0,spot,3961,793,793,3,3961,3168,3168,3168,0,,3610,3,TENX116;TENX126;TENX140,TENX116;TENX126;TENX140,True,True,True,,ok,task
resnet50,PAAD,shipped,random,1,2,0,spot,3961,793,793,3,3961,3168,3168,3168,0,,3610,3,TENX116;TENX126;TENX140,TENX116;TENX126;TENX140,True,True,True,,ok,task
resnet50,PAAD,shipped,random,1,3,0,spot,3961,793,793,3,3961,3168,3168,3168,0,,3610,3,TENX116;TENX126;TENX140,TENX116;TENX126;TENX140,True,True,True,,ok,task
resnet50,PAAD,shipped,random,1,4,0,spot,3961,793,793,3,3961,3168,3168,3168,0,,3610,3,TENX116;TENX126;TENX140,TENX116;TENX126;TENX140,True,True,True,,ok,task
resnet50,PAAD,shipped,random,2,0,0,spot,5620,1124,1124,3,5620,4496,3168,3168,0,,1951,3,TENX116;TENX126;TENX140,TENX116;TENX126;TENX140,True,True,True,,ok,task
resnet50,PAAD,shipped,random,2,1,0,spot,5620,1124,1124,3,5620,4496,3168,3168,0,,1951,3,TENX116;TENX126;TENX140,TENX116;TENX126;TENX140,True,True,True,,ok,task
resnet50,PAAD,shipped,random,2,2,0,spot,5620,1124,1124,3,5620,4496,3168,3168,0,,1951,3,TENX116;TENX126;TENX140,TENX116;TENX126;TENX140,True,True,True,,ok,task
resnet50,PAAD,shipped,random,2,3,0,spot,5620,1124,1124,3,5620,4496,3168,3168,0,,1951,3,TENX116;TENX126;TENX140,TENX116;TENX126;TENX140,True,True,True,,ok,task
resnet50,PAAD,shipped,random,2,4,0,spot,5620,1124,1124,3,5620,4496,3168,3168,0,,1951,3,TENX116;TENX126;TENX140,TENX116;TENX126;TENX140,True,True,True,,ok,task
resnet50,PRAD,shipped,random,0,0,0,spot,36819,7364,7364,23,36819,29455,20712,20712,0,,25891,23,MEND139;MEND140;MEND141;MEND142;MEND143;MEND144;MEND145;MEND146;MEND147;MEND148;MEND149;MEND150;MEND151;MEND152;MEND153;MEND154;MEND156;MEND157;MEND158;MEND159;MEND160;MEND161;MEND162,MEND139;MEND140;MEND141;MEND142;MEND143;MEND144;MEND145;MEND146;MEND147;MEND148;MEND149;MEND150;MEND151;MEND152;MEND153;MEND154;MEND156;MEND157;MEND158;MEND159;MEND160;MEND161;MEND162,True,True,True,True,ok,task
resnet50,PRAD,shipped,random,0,1,0,spot,36819,7364,7364,23,36819,29455,20712,20712,0,,25891,23,MEND139;MEND140;MEND141;MEND142;MEND143;MEND144;MEND145;MEND146;MEND147;MEND148;MEND149;MEND150;MEND151;MEND152;MEND153;MEND154;MEND156;MEND157;MEND158;MEND159;MEND160;MEND161;MEND162,MEND139;MEND140;MEND141;MEND142;MEND143;MEND144;MEND145;MEND146;MEND147;MEND148;MEND149;MEND150;MEND151;MEND152;MEND153;MEND154;MEND156;MEND157;MEND158;MEND159;MEND160;MEND161;MEND162,True,True,True,True,ok,task
resnet50,PRAD,shipped,random,0,2,0,spot,36819,7364,7364,23,36819,29455,20712,20712,0,,25891,23,MEND139;MEND140;MEND141;MEND142;MEND143;MEND144;MEND145;MEND146;MEND147;MEND148;MEND149;MEND150;MEND151;MEND152;MEND153;MEND154;MEND156;MEND157;MEND158;MEND159;MEND160;MEND161;MEND162,MEND139;MEND140;MEND141;MEND142;MEND143;MEND144;MEND145;MEND146;MEND147;MEND148;MEND149;MEND150;MEND151;MEND152;MEND153;MEND154;MEND156;MEND157;MEND158;MEND159;MEND160;MEND161;MEND162,True,True,True,True,ok,task
resnet50,PRAD,shipped,random,0,3,0,spot,36819,7364,7364,23,36819,29455,20712,20712,0,,25891,23,MEND139;MEND140;MEND141;MEND142;MEND143;MEND144;MEND145;MEND146;MEND147;MEND148;MEND149;MEND150;MEND151;MEND152;MEND153;MEND154;MEND156;MEND157;MEND158;MEND159;MEND160;MEND161;MEND162,MEND139;MEND140;MEND141;MEND142;MEND143;MEND144;MEND145;MEND146;MEND147;MEND148;MEND149;MEND150;MEND151;MEND152;MEND153;MEND154;MEND156;MEND157;MEND158;MEND159;MEND160;MEND161;MEND162,True,True,True,True,ok,task
resnet50,PRAD,shipped,random,0,4,0,spot,36819,7364,7364,23,36819,29455,20712,20712,0,,25891,23,MEND139;MEND140;MEND141;MEND142;MEND143;MEND144;MEND145;MEND146;MEND147;MEND148;MEND149;MEND150;MEND151;MEND152;MEND153;MEND154;MEND156;MEND157;MEND158;MEND159;MEND160;MEND161;MEND162,MEND139;MEND140;MEND141;MEND142;MEND143;MEND144;MEND145;MEND146;MEND147;MEND148;MEND149;MEND150;MEND151;MEND152;MEND153;MEND154;MEND156;MEND157;MEND158;MEND159;MEND160;MEND161;MEND162,True,True,True,True,ok,task
resnet50,PRAD,shipped,random,1,0,0,spot,25891,5179,5179,23,25891,20712,20712,20712,0,,36819,23,MEND139;MEND140;MEND141;MEND142;MEND143;MEND144;MEND145;MEND146;MEND147;MEND148;MEND149;MEND150;MEND151;MEND152;MEND153;MEND154;MEND156;MEND157;MEND158;MEND159;MEND160;MEND161;MEND162,MEND139;MEND140;MEND141;MEND142;MEND143;MEND144;MEND145;MEND146;MEND147;MEND148;MEND149;MEND150;MEND151;MEND152;MEND153;MEND154;MEND156;MEND157;MEND158;MEND159;MEND160;MEND161;MEND162,True,True,True,True,ok,task
resnet50,PRAD,shipped,random,1,1,0,spot,25891,5179,5179,23,25891,20712,20712,20712,0,,36819,23,MEND139;MEND140;MEND141;MEND142;MEND143;MEND144;MEND145;MEND146;MEND147;MEND148;MEND149;MEND150;MEND151;MEND152;MEND153;MEND154;MEND156;MEND157;MEND158;MEND159;MEND160;MEND161;MEND162,MEND139;MEND140;MEND141;MEND142;MEND143;MEND144;MEND145;MEND146;MEND147;MEND148;MEND149;MEND150;MEND151;MEND152;MEND153;MEND154;MEND156;MEND157;MEND158;MEND159;MEND160;MEND161;MEND162,True,True,True,True,ok,task
resnet50,PRAD,shipped,random,1,2,0,spot,25891,5179,5179,23,25891,20712,20712,20712,0,,36819,23,MEND139;MEND140;MEND141;MEND142;MEND143;MEND144;MEND145;MEND146;MEND147;MEND148;MEND149;MEND150;MEND151;MEND152;MEND153;MEND154;MEND156;MEND157;MEND158;MEND159;MEND160;MEND161;MEND162,MEND139;MEND140;MEND141;MEND142;MEND143;MEND144;MEND145;MEND146;MEND147;MEND148;MEND149;MEND150;MEND151;MEND152;MEND153;MEND154;MEND156;MEND157;MEND158;MEND159;MEND160;MEND161;MEND162,True,True,True,True,ok,task
resnet50,PRAD,shipped,random,1,3,0,spot,25891,5179,5179,23,25891,20712,20712,20712,0,,36819,23,MEND139;MEND140;MEND141;MEND142;MEND143;MEND144;MEND145;MEND146;MEND147;MEND148;MEND149;MEND150;MEND151;MEND152;MEND153;MEND154;MEND156;MEND157;MEND158;MEND159;MEND160;MEND161;MEND162,MEND139;MEND140;MEND141;MEND142;MEND143;MEND144;MEND145;MEND146;MEND147;MEND148;MEND149;MEND150;MEND151;MEND152;MEND153;MEND154;MEND156;MEND157;MEND158;MEND159;MEND160;MEND161;MEND162,True,True,True,True,ok,task
resnet50,PRAD,shipped,random,1,4,0,spot,25891,5179,5179,23,25891,20712,20712,20712,0,,36819,23,MEND139;MEND140;MEND141;MEND142;MEND143;MEND144;MEND145;MEND146;MEND147;MEND148;MEND149;MEND150;MEND151;MEND152;MEND153;MEND154;MEND156;MEND157;MEND158;MEND159;MEND160;MEND161;MEND162,MEND139;MEND140;MEND141;MEND142;MEND143;MEND144;MEND145;MEND146;MEND147;MEND148;MEND149;MEND150;MEND151;MEND152;MEND153;MEND154;MEND156;MEND157;MEND158;MEND159;MEND160;MEND161;MEND162,True,True,True,True,ok,task
resnet50,READ,shipped,random,0,0,0,spot,3819,764,764,4,3819,3055,3055,3055,0,,4588,4,ZEN36;ZEN40;ZEN48;ZEN49,ZEN36;ZEN40;ZEN48;ZEN49,True,True,True,,ok,task
resnet50,READ,shipped,random,0,1,0,spot,3819,764,764,4,3819,3055,3055,3055,0,,4588,4,ZEN36;ZEN40;ZEN48;ZEN49,ZEN36;ZEN40;ZEN48;ZEN49,True,True,True,,ok,task
resnet50,READ,shipped,random,0,2,0,spot,3819,764,764,4,3819,3055,3055,3055,0,,4588,4,ZEN36;ZEN40;ZEN48;ZEN49,ZEN36;ZEN40;ZEN48;ZEN49,True,True,True,,ok,task
resnet50,READ,shipped,random,0,3,0,spot,3819,764,764,4,3819,3055,3055,3055,0,,4588,4,ZEN36;ZEN40;ZEN48;ZEN49,ZEN36;ZEN40;ZEN48;ZEN49,True,True,True,,ok,task
resnet50,READ,shipped,random,0,4,0,spot,3819,764,764,4,3819,3055,3055,3055,0,,4588,4,ZEN36;ZEN40;ZEN48;ZEN49,ZEN36;ZEN40;ZEN48;ZEN49,True,True,True,,ok,task
resnet50,READ,shipped,random,1,0,0,spot,4588,918,918,4,4588,3670,3055,3055,0,,3819,4,ZEN36;ZEN40;ZEN48;ZEN49,ZEN36;ZEN40;ZEN48;ZEN49,True,True,True,,ok,task
resnet50,READ,shipped,random,1,1,0,spot,4588,918,918,4,4588,3670,3055,3055,0,,3819,4,ZEN36;ZEN40;ZEN48;ZEN49,ZEN36;ZEN40;ZEN48;ZEN49,True,True,True,,ok,task
resnet50,READ,shipped,random,1,2,0,spot,4588,918,918,4,4588,3670,3055,3055,0,,3819,4,ZEN36;ZEN40;ZEN48;ZEN49,ZEN36;ZEN40;ZEN48;ZEN49,True,True,True,,ok,task
resnet50,READ,shipped,random,1,3,0,spot,4588,918,918,4,4588,3670,3055,3055,0,,3819,4,ZEN36;ZEN40;ZEN48;ZEN49,ZEN36;ZEN40;ZEN48;ZEN49,True,True,True,,ok,task
resnet50,READ,shipped,random,1,4,0,spot,4588,918,918,4,4588,3670,3055,3055,0,,3819,4,ZEN36;ZEN40;ZEN48;ZEN49,ZEN36;ZEN40;ZEN48;ZEN49,True,True,True,,ok,task
resnet50,SKCM,shipped,random,0,0,0,spot,1741,349,349,2,1741,1392,1034,1034,0,,1293,2,TENX115;TENX117,TENX115;TENX117,True,True,True,,ok,task
resnet50,SKCM,shipped,random,0,1,0,spot,1741,349,349,2,1741,1392,1034,1034,0,,1293,2,TENX115;TENX117,TENX115;TENX117,True,True,True,,ok,task
resnet50,SKCM,shipped,random,0,2,0,spot,1741,349,349,2,1741,1392,1034,1034,0,,1293,2,TENX115;TENX117,TENX115;TENX117,True,True,True,,ok,task
resnet50,SKCM,shipped,random,0,3,0,spot,1741,349,349,2,1741,1392,1034,1034,0,,1293,2,TENX115;TENX117,TENX115;TENX117,True,True,True,,ok,task
resnet50,SKCM,shipped,random,0,4,0,spot,1741,349,349,2,1741,1392,1034,1034,0,,1293,2,TENX115;TENX117,TENX115;TENX117,True,True,True,,ok,task
resnet50,SKCM,shipped,random,1,0,0,spot,1293,259,259,2,1293,1034,1034,1034,0,,1741,2,TENX115;TENX117,TENX115;TENX117,True,True,True,,ok,task
resnet50,SKCM,shipped,random,1,1,0,spot,1293,259,259,2,1293,1034,1034,1034,0,,1741,2,TENX115;TENX117,TENX115;TENX117,True,True,True,,ok,task
resnet50,SKCM,shipped,random,1,2,0,spot,1293,259,259,2,1293,1034,1034,1034,0,,1741,2,TENX115;TENX117,TENX115;TENX117,True,True,True,,ok,task
resnet50,SKCM,shipped,random,1,3,0,spot,1293,259,259,2,1293,1034,1034,1034,0,,1741,2,TENX115;TENX117,TENX115;TENX117,True,True,True,,ok,task
resnet50,SKCM,shipped,random,1,4,0,spot,1293,259,259,2,1293,1034,1034,1034,0,,1741,2,TENX115;TENX117,TENX115;TENX117,True,True,True,,ok,task
