task,label_set,encoder,design,score,subset,alpha,fold,stratum_kind,stratum_value,n_spot_gene,n_covered,coverage,width_mean,pred_mean,n_finite_width,n_infinite_width,subset_difference_list
CCRCC,shipped,uni_v2,random,scaled,full,0.1,4,predicted_value_decile,7,369679,338609,0.9159541115400117,1.7806157715545108,0.7557840404276412,369679,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,uni_v2,random,scaled,full,0.1,4,predicted_value_decile,8,368903,325086,0.8812235194617555,1.8679250965023326,0.9882979697576327,368903,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,uni_v2,random,scaled,full,0.1,4,predicted_value_decile,9,368607,323093,0.8765243199396647,1.9775548551709545,1.5559399348425287,368607,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,uni_v2,random,scaled,full,0.1,5,predicted_value_decile,0,418377,348094,0.8320103638584339,0.9172494992554562,0.013799221700856077,418377,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,uni_v2,random,scaled,full,0.1,5,predicted_value_decile,1,417891,364879,0.8731439538061361,1.1353363900514728,0.17046730589959463,417891,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,uni_v2,random,scaled,full,0.1,5,predicted_value_decile,2,418193,379187,0.9067272766402116,1.2765670732472805,0.26109121285656384,418193,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,uni_v2,random,scaled,full,0.1,5,predicted_value_decile,3,417280,385774,0.924496740797546,1.3957363011646855,0.34085600215233175,417280,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,uni_v2,random,scaled,full,0.1,5,predicted_value_decile,4,416501,387736,0.9309365403684505,1.5011254099630014,0.4196394392660522,416501,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,uni_v2,random,scaled,full,0.1,5,predicted_value_decile,5,416586,388476,0.9325229364404949,1.599578928480554,0.5059268599400844,416586,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,uni_v2,random,scaled,full,0.1,5,predicted_value_decile,6,415177,384658,0.9264915927423726,1.6946932799143497,0.6116371281856895,415177,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,uni_v2,random,scaled,full,0.1,5,predicted_value_decile,7,415083,380141,0.9158192457893963,1.7837637291818744,0.7560807209792981,415083,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,uni_v2,random,scaled,full,0.1,5,predicted_value_decile,8,414875,365684,0.8814317565531786,1.8708193733052123,0.9880731394998493,414875,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,uni_v2,random,scaled,full,0.1,5,predicted_value_decile,9,413537,362502,0.8765890355639278,1.979674203880185,1.5555110924173654,413537,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,0,predicted_value_decile,0,148186,123545,0.8337157356295467,1.0151594875907644,0.023847115069912137,148186,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,0,predicted_value_decile,1,146276,129712,0.8867620115398288,1.2368365282069513,0.20033440035339872,146276,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,0,predicted_value_decile,2,146380,134342,0.9177619893428064,1.378662129389261,0.3011448424050417,146380,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,0,predicted_value_decile,3,146351,136341,0.9316027905514824,1.4948707698017096,0.38983355938804654,146351,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,0,predicted_value_decile,4,146530,136943,0.9345731249573466,1.5958038669555723,0.4789788807112878,146530,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,0,predicted_value_decile,5,146585,136661,0.9322986663028278,1.6850665249684484,0.5761554063128901,146585,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,0,predicted_value_decile,6,147232,135542,0.920601499673984,1.7699433334804933,0.6980698802527644,147232,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,0,predicted_value_decile,7,147310,133014,0.9029529563505533,1.8361264616285384,0.865710173274048,147310,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,0,predicted_value_decile,8,147347,127504,0.8653314963996552,1.8936159732637923,1.1157760650666455,147347,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,0,predicted_value_decile,9,147483,129188,0.8759518046147692,1.9409360157187607,1.6849051034695524,147483,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,1,predicted_value_decile,0,52763,44019,0.8342778083126433,1.0154362506041166,0.02571218135722328,52763,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,1,predicted_value_decile,1,52710,46753,0.8869853917662682,1.234914638321713,0.20010565531771723,52710,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,1,predicted_value_decile,2,52976,48645,0.9182459981878587,1.3736558808764818,0.30034597126676466,52976,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,1,predicted_value_decile,3,52891,49359,0.9332211529371727,1.4916046570127715,0.3901630341099502,52891,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,1,predicted_value_decile,4,52677,49193,0.9338610778897811,1.591976737356911,0.4783836573451174,52677,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,1,predicted_value_decile,5,52387,48964,0.9346593620554717,1.682377516129956,0.5768096875477218,52387,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,1,predicted_value_decile,6,52140,47980,0.9202148062907557,1.766470192930092,0.699056176879555,52140,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,1,predicted_value_decile,7,52530,47444,0.9031791357319627,1.8331464237697506,0.8657233626915573,52530,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,1,predicted_value_decile,8,52358,45363,0.8664005500592078,1.8922044953731998,1.1150728518087016,52358,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,1,predicted_value_decile,9,52088,45517,0.8738481032099524,1.9385344573126249,1.6814596662139072,52088,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,2,predicted_value_decile,0,84709,70825,0.8360976991819051,1.0142209284137458,0.026726242519542087,84709,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,2,predicted_value_decile,1,86178,76367,0.8861542389008795,1.2327968936750098,0.20030668547675307,86178,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,2,predicted_value_decile,2,86081,79137,0.9193317921492548,1.375250808468187,0.30135100316126673,86081,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,2,predicted_value_decile,3,86057,80150,0.9313594478078483,1.4925174275843336,0.39011943596431725,86057,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,2,predicted_value_decile,4,86139,80355,0.932852714798175,1.5921260350276878,0.47856589349771883,86139,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,2,predicted_value_decile,5,86198,80426,0.9330378895101975,1.6840698749173415,0.5769218516163368,86198,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,2,predicted_value_decile,6,86562,79515,0.9185901434809731,1.7643751732861994,0.6964763943582346,86562,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,2,predicted_value_decile,7,85603,77236,0.9022580984311297,1.8290351562956322,0.863565880613121,85603,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,2,predicted_value_decile,8,86040,74184,0.8622036262203626,1.891411312144061,1.117185979086762,86040,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,2,predicted_value_decile,9,86913,75896,0.8732410571491032,1.938915343144869,1.6895096874892133,86913,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,3,predicted_value_decile,0,56561,47441,0.8387581549123955,1.0159560170656459,0.02542691847801765,56561,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,3,predicted_value_decile,1,56565,50227,0.8879519137275701,1.2383672441273315,0.2003550732219018,56565,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,3,predicted_value_decile,2,56821,52284,0.920152760423083,1.38093559778185,0.30165729639184896,56821,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,3,predicted_value_decile,3,56937,53230,0.9348929518590723,1.4951565847998665,0.3897765601948206,56937,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,3,predicted_value_decile,4,56917,53118,0.9332536851907163,1.595938733978864,0.47796950528016674,56917,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,3,predicted_value_decile,5,57352,53586,0.9343353326823824,1.6887014960790383,0.5772044069681528,57352,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,3,predicted_value_decile,6,57131,52653,0.9216187358876967,1.7691978605091807,0.6965721119554182,57131,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,3,predicted_value_decile,7,57362,51720,0.9016422021547366,1.8347230023251455,0.8649685025310746,57362,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,3,predicted_value_decile,8,56977,49207,0.8636291837057058,1.8931223755857627,1.114680509103454,56977,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,3,predicted_value_decile,9,57137,49739,0.8705217284771689,1.9417724203449604,1.6762986467831702,57137,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,4,predicted_value_decile,0,117953,98541,0.8354259747526557,1.0110324663213315,0.025954745224594223,117953,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,4,predicted_value_decile,1,117891,104507,0.8864714015488884,1.233260921370164,0.19999300615213417,117891,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,4,predicted_value_decile,2,117884,108440,0.9198873468833769,1.376251627659394,0.30110476055910895,117884,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,4,predicted_value_decile,3,117759,109631,0.9309776747424825,1.4918304413038495,0.38951807326032406,117759,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,4,predicted_value_decile,4,117645,109681,0.9323048153342683,1.5929036375324068,0.4781340978154618,117645,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,4,predicted_value_decile,5,118443,110323,0.9314438168570536,1.684288308775107,0.5769773784911307,118443,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,4,predicted_value_decile,6,118138,108841,0.9213038988301816,1.7679628710173696,0.6982440639469307,118138,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,4,predicted_value_decile,7,117970,106514,0.9028905653979825,1.8323239290179707,0.8650369433171569,117970,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,4,predicted_value_decile,8,118245,102341,0.8654995982916825,1.8934082506131338,1.1179077174246268,118245,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,4,predicted_value_decile,9,117912,103132,0.8746522830585521,1.9455203483318069,1.6812324153818101,117912,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,5,predicted_value_decile,0,133588,111965,0.8381366589813456,1.0142498823341168,0.02492470490981366,133588,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,5,predicted_value_decile,1,134140,118932,0.8866259132249888,1.236269767127628,0.20075906367065194,134140,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,5,predicted_value_decile,2,133618,122835,0.9192997949378078,1.3774982307305152,0.3018015107082317,133618,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,5,predicted_value_decile,3,133765,124528,0.930946062123874,1.4930709581635704,0.38961572358707436,133765,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,5,predicted_value_decile,4,133852,124860,0.9328213250455727,1.5917800362060335,0.47814224590172355,133852,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,5,predicted_value_decile,5,132795,123766,0.9320079822282465,1.6844007092699274,0.5764784300990248,132795,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,5,predicted_value_decile,6,132557,122103,0.9211358132727807,1.7678211366148147,0.69745326538772,132557,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,5,predicted_value_decile,7,132985,119981,0.9022145354739256,1.833002987883972,0.8650797376113848,132985,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,5,predicted_value_decile,8,132793,114717,0.8638783670826022,1.8921607254806352,1.1174369189735152,132793,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
CCRCC,shipped,uni_v2,random,scaled,nb_matched,0.1,5,predicted_value_decile,9,132227,115688,0.8749196457606994,1.9457558072481413,1.6788426283493538,132227,0,"the NB gene subset, which is the union of the NB and CQR evenly spaced subsets, on every cell where the NB head fitted. Carries abs, scaled, scaled_clip, nb and nb_conformal on identical cells and genes; cqr is absent because fitting it on this many genes is not affordable."
