sample_id,row_origin,column,value,citation,note
INT11,expansion_d3,citation,"GEO series GSE175540 'Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer', series and per-sample records, read 2026-09-22 via ncbi.nlm.nih.gov/geo/query/acc.cgi | H1 reading item (docs/round3_execution_plan.md section 13.4 item 4), read 2026-09-24 via ncbi.nlm.nih.gov/geo/query/acc.cgi (series and all 24 per-sample records) and ebi.ac.uk/europepmc: GSE175540 lists exactly 24 samples, GSM5924030 to GSM5924053, with 24 distinct titles; this sample's hest_subseries string matches the title of GSM5924043 ('ccRCC tumor frozen_a_3') and of no other sample, so the HEST-id-to-GSM correspondence is one-to-one over all 24 (INT_k to GSM5924054-k), which closes D3's note that it had not been individually re-derived. No series or sample record carries a donor, patient, participant, subject or individual field; per-sample characteristics are only 'disease state: renal cell cancer' and 'tissue: ccRCC tumor'. The count of 24 distinct samples is therefore corroborated and the count of 24 distinct donors is not sourced. Meylan et al. 2022 Immunity (doi:10.1016/j.immuni.2022.02.001, PMID 35231421) was not reachable: Europe PMC reports isOpenAccess=N, inEPMC=N, hasSuppl=N and no PMCID, and Unpaywall reports no OA location, so no patient table and no per-sample donor mapping was read.",GEO GSE175540; Europe PMC REST (DOI 10.1016/j.immuni.2022.02.001),"H1 item 4 reading record. Sets only the citation cell; donor_id, row_origin, sample_id and donor_label_status are untouched, and no status is chosen between the two row origins. D3's own citation string is preserved as the first clause."
INT12,benchmark_r2,citation,"H1 reading item (docs/round3_execution_plan.md section 13.4 item 4), read 2026-09-24 via ncbi.nlm.nih.gov/geo/query/acc.cgi (series and all 24 per-sample records) and ebi.ac.uk/europepmc: GSE175540 lists exactly 24 samples, GSM5924030 to GSM5924053, with 24 distinct titles; this sample's hest_subseries string matches the title of GSM5924042 ('ccRCC tumor frozen_a_1') and of no other sample, so the HEST-id-to-GSM correspondence is one-to-one over all 24 (INT_k to GSM5924054-k), which closes D3's note that it had not been individually re-derived. No series or sample record carries a donor, patient, participant, subject or individual field; per-sample characteristics are only 'disease state: renal cell cancer' and 'tissue: ccRCC tumor'. The count of 24 distinct samples is therefore corroborated and the count of 24 distinct donors is not sourced. Meylan et al. 2022 Immunity (doi:10.1016/j.immuni.2022.02.001, PMID 35231421) was not reachable: Europe PMC reports isOpenAccess=N, inEPMC=N, hasSuppl=N and no PMCID, and Unpaywall reports no OA location, so no patient table and no per-sample donor mapping was read.",GEO GSE175540; Europe PMC REST (DOI 10.1016/j.immuni.2022.02.001),"H1 item 4 reading record. Sets only the citation cell; donor_id, row_origin, sample_id and donor_label_status are untouched, and no status is chosen between the two row origins."
INT12,expansion_d3,citation,"GEO series GSE175540 'Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer', series and per-sample records, read 2026-09-22 via ncbi.nlm.nih.gov/geo/query/acc.cgi | H1 reading item (docs/round3_execution_plan.md section 13.4 item 4), read 2026-09-24 via ncbi.nlm.nih.gov/geo/query/acc.cgi (series and all 24 per-sample records) and ebi.ac.uk/europepmc: GSE175540 lists exactly 24 samples, GSM5924030 to GSM5924053, with 24 distinct titles; this sample's hest_subseries string matches the title of GSM5924042 ('ccRCC tumor frozen_a_1') and of no other sample, so the HEST-id-to-GSM correspondence is one-to-one over all 24 (INT_k to GSM5924054-k), which closes D3's note that it had not been individually re-derived. No series or sample record carries a donor, patient, participant, subject or individual field; per-sample characteristics are only 'disease state: renal cell cancer' and 'tissue: ccRCC tumor'. The count of 24 distinct samples is therefore corroborated and the count of 24 distinct donors is not sourced. Meylan et al. 2022 Immunity (doi:10.1016/j.immuni.2022.02.001, PMID 35231421) was not reachable: Europe PMC reports isOpenAccess=N, inEPMC=N, hasSuppl=N and no PMCID, and Unpaywall reports no OA location, so no patient table and no per-sample donor mapping was read.",GEO GSE175540; Europe PMC REST (DOI 10.1016/j.immuni.2022.02.001),"H1 item 4 reading record. Sets only the citation cell; donor_id, row_origin, sample_id and donor_label_status are untouched, and no status is chosen between the two row origins. D3's own citation string is preserved as the first clause."
INT13,benchmark_r2,citation,"H1 reading item (docs/round3_execution_plan.md section 13.4 item 4), read 2026-09-24 via ncbi.nlm.nih.gov/geo/query/acc.cgi (series and all 24 per-sample records) and ebi.ac.uk/europepmc: GSE175540 lists exactly 24 samples, GSM5924030 to GSM5924053, with 24 distinct titles; this sample's hest_subseries string matches the title of GSM5924041 ('ccRCC tumor ffpe_c_51') and of no other sample, so the HEST-id-to-GSM correspondence is one-to-one over all 24 (INT_k to GSM5924054-k), which closes D3's note that it had not been individually re-derived. No series or sample record carries a donor, patient, participant, subject or individual field; per-sample characteristics are only 'disease state: renal cell cancer' and 'tissue: ccRCC tumor'. The count of 24 distinct samples is therefore corroborated and the count of 24 distinct donors is not sourced. Meylan et al. 2022 Immunity (doi:10.1016/j.immuni.2022.02.001, PMID 35231421) was not reachable: Europe PMC reports isOpenAccess=N, inEPMC=N, hasSuppl=N and no PMCID, and Unpaywall reports no OA location, so no patient table and no per-sample donor mapping was read.",GEO GSE175540; Europe PMC REST (DOI 10.1016/j.immuni.2022.02.001),"H1 item 4 reading record. Sets only the citation cell; donor_id, row_origin, sample_id and donor_label_status are untouched, and no status is chosen between the two row origins."
INT13,expansion_d3,citation,"GEO series GSE175540 'Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer', series and per-sample records, read 2026-09-22 via ncbi.nlm.nih.gov/geo/query/acc.cgi | H1 reading item (docs/round3_execution_plan.md section 13.4 item 4), read 2026-09-24 via ncbi.nlm.nih.gov/geo/query/acc.cgi (series and all 24 per-sample records) and ebi.ac.uk/europepmc: GSE175540 lists exactly 24 samples, GSM5924030 to GSM5924053, with 24 distinct titles; this sample's hest_subseries string matches the title of GSM5924041 ('ccRCC tumor ffpe_c_51') and of no other sample, so the HEST-id-to-GSM correspondence is one-to-one over all 24 (INT_k to GSM5924054-k), which closes D3's note that it had not been individually re-derived. No series or sample record carries a donor, patient, participant, subject or individual field; per-sample characteristics are only 'disease state: renal cell cancer' and 'tissue: ccRCC tumor'. The count of 24 distinct samples is therefore corroborated and the count of 24 distinct donors is not sourced. Meylan et al. 2022 Immunity (doi:10.1016/j.immuni.2022.02.001, PMID 35231421) was not reachable: Europe PMC reports isOpenAccess=N, inEPMC=N, hasSuppl=N and no PMCID, and Unpaywall reports no OA location, so no patient table and no per-sample donor mapping was read.",GEO GSE175540; Europe PMC REST (DOI 10.1016/j.immuni.2022.02.001),"H1 item 4 reading record. Sets only the citation cell; donor_id, row_origin, sample_id and donor_label_status are untouched, and no status is chosen between the two row origins. D3's own citation string is preserved as the first clause."
INT14,benchmark_r2,citation,"H1 reading item (docs/round3_execution_plan.md section 13.4 item 4), read 2026-09-24 via ncbi.nlm.nih.gov/geo/query/acc.cgi (series and all 24 per-sample records) and ebi.ac.uk/europepmc: GSE175540 lists exactly 24 samples, GSM5924030 to GSM5924053, with 24 distinct titles; this sample's hest_subseries string matches the title of GSM5924040 ('ccRCC tumor ffpe_c_45') and of no other sample, so the HEST-id-to-GSM correspondence is one-to-one over all 24 (INT_k to GSM5924054-k), which closes D3's note that it had not been individually re-derived. No series or sample record carries a donor, patient, participant, subject or individual field; per-sample characteristics are only 'disease state: renal cell cancer' and 'tissue: ccRCC tumor'. The count of 24 distinct samples is therefore corroborated and the count of 24 distinct donors is not sourced. Meylan et al. 2022 Immunity (doi:10.1016/j.immuni.2022.02.001, PMID 35231421) was not reachable: Europe PMC reports isOpenAccess=N, inEPMC=N, hasSuppl=N and no PMCID, and Unpaywall reports no OA location, so no patient table and no per-sample donor mapping was read.",GEO GSE175540; Europe PMC REST (DOI 10.1016/j.immuni.2022.02.001),"H1 item 4 reading record. Sets only the citation cell; donor_id, row_origin, sample_id and donor_label_status are untouched, and no status is chosen between the two row origins."
INT14,expansion_d3,citation,"GEO series GSE175540 'Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer', series and per-sample records, read 2026-09-22 via ncbi.nlm.nih.gov/geo/query/acc.cgi | H1 reading item (docs/round3_execution_plan.md section 13.4 item 4), read 2026-09-24 via ncbi.nlm.nih.gov/geo/query/acc.cgi (series and all 24 per-sample records) and ebi.ac.uk/europepmc: GSE175540 lists exactly 24 samples, GSM5924030 to GSM5924053, with 24 distinct titles; this sample's hest_subseries string matches the title of GSM5924040 ('ccRCC tumor ffpe_c_45') and of no other sample, so the HEST-id-to-GSM correspondence is one-to-one over all 24 (INT_k to GSM5924054-k), which closes D3's note that it had not been individually re-derived. No series or sample record carries a donor, patient, participant, subject or individual field; per-sample characteristics are only 'disease state: renal cell cancer' and 'tissue: ccRCC tumor'. The count of 24 distinct samples is therefore corroborated and the count of 24 distinct donors is not sourced. Meylan et al. 2022 Immunity (doi:10.1016/j.immuni.2022.02.001, PMID 35231421) was not reachable: Europe PMC reports isOpenAccess=N, inEPMC=N, hasSuppl=N and no PMCID, and Unpaywall reports no OA location, so no patient table and no per-sample donor mapping was read.",GEO GSE175540; Europe PMC REST (DOI 10.1016/j.immuni.2022.02.001),"H1 item 4 reading record. Sets only the citation cell; donor_id, row_origin, sample_id and donor_label_status are untouched, and no status is chosen between the two row origins. D3's own citation string is preserved as the first clause."
INT15,benchmark_r2,citation,"H1 reading item (docs/round3_execution_plan.md section 13.4 item 4), read 2026-09-24 via ncbi.nlm.nih.gov/geo/query/acc.cgi (series and all 24 per-sample records) and ebi.ac.uk/europepmc: GSE175540 lists exactly 24 samples, GSM5924030 to GSM5924053, with 24 distinct titles; this sample's hest_subseries string matches the title of GSM5924039 ('ccRCC tumor ffpe_c_39') and of no other sample, so the HEST-id-to-GSM correspondence is one-to-one over all 24 (INT_k to GSM5924054-k), which closes D3's note that it had not been individually re-derived. No series or sample record carries a donor, patient, participant, subject or individual field; per-sample characteristics are only 'disease state: renal cell cancer' and 'tissue: ccRCC tumor'. The count of 24 distinct samples is therefore corroborated and the count of 24 distinct donors is not sourced. Meylan et al. 2022 Immunity (doi:10.1016/j.immuni.2022.02.001, PMID 35231421) was not reachable: Europe PMC reports isOpenAccess=N, inEPMC=N, hasSuppl=N and no PMCID, and Unpaywall reports no OA location, so no patient table and no per-sample donor mapping was read.",GEO GSE175540; Europe PMC REST (DOI 10.1016/j.immuni.2022.02.001),"H1 item 4 reading record. Sets only the citation cell; donor_id, row_origin, sample_id and donor_label_status are untouched, and no status is chosen between the two row origins."
INT15,expansion_d3,citation,"GEO series GSE175540 'Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer', series and per-sample records, read 2026-09-22 via ncbi.nlm.nih.gov/geo/query/acc.cgi | H1 reading item (docs/round3_execution_plan.md section 13.4 item 4), read 2026-09-24 via ncbi.nlm.nih.gov/geo/query/acc.cgi (series and all 24 per-sample records) and ebi.ac.uk/europepmc: GSE175540 lists exactly 24 samples, GSM5924030 to GSM5924053, with 24 distinct titles; this sample's hest_subseries string matches the title of GSM5924039 ('ccRCC tumor ffpe_c_39') and of no other sample, so the HEST-id-to-GSM correspondence is one-to-one over all 24 (INT_k to GSM5924054-k), which closes D3's note that it had not been individually re-derived. No series or sample record carries a donor, patient, participant, subject or individual field; per-sample characteristics are only 'disease state: renal cell cancer' and 'tissue: ccRCC tumor'. The count of 24 distinct samples is therefore corroborated and the count of 24 distinct donors is not sourced. Meylan et al. 2022 Immunity (doi:10.1016/j.immuni.2022.02.001, PMID 35231421) was not reachable: Europe PMC reports isOpenAccess=N, inEPMC=N, hasSuppl=N and no PMCID, and Unpaywall reports no OA location, so no patient table and no per-sample donor mapping was read.",GEO GSE175540; Europe PMC REST (DOI 10.1016/j.immuni.2022.02.001),"H1 item 4 reading record. Sets only the citation cell; donor_id, row_origin, sample_id and donor_label_status are untouched, and no status is chosen between the two row origins. D3's own citation string is preserved as the first clause."
INT16,benchmark_r2,citation,"H1 reading item (docs/round3_execution_plan.md section 13.4 item 4), read 2026-09-24 via ncbi.nlm.nih.gov/geo/query/acc.cgi (series and all 24 per-sample records) and ebi.ac.uk/europepmc: GSE175540 lists exactly 24 samples, GSM5924030 to GSM5924053, with 24 distinct titles; this sample's hest_subseries string matches the title of GSM5924038 ('ccRCC tumor ffpe_c_36') and of no other sample, so the HEST-id-to-GSM correspondence is one-to-one over all 24 (INT_k to GSM5924054-k), which closes D3's note that it had not been individually re-derived. No series or sample record carries a donor, patient, participant, subject or individual field; per-sample characteristics are only 'disease state: renal cell cancer' and 'tissue: ccRCC tumor'. The count of 24 distinct samples is therefore corroborated and the count of 24 distinct donors is not sourced. Meylan et al. 2022 Immunity (doi:10.1016/j.immuni.2022.02.001, PMID 35231421) was not reachable: Europe PMC reports isOpenAccess=N, inEPMC=N, hasSuppl=N and no PMCID, and Unpaywall reports no OA location, so no patient table and no per-sample donor mapping was read.",GEO GSE175540; Europe PMC REST (DOI 10.1016/j.immuni.2022.02.001),"H1 item 4 reading record. Sets only the citation cell; donor_id, row_origin, sample_id and donor_label_status are untouched, and no status is chosen between the two row origins."
INT16,expansion_d3,citation,"GEO series GSE175540 'Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer', series and per-sample records, read 2026-09-22 via ncbi.nlm.nih.gov/geo/query/acc.cgi | H1 reading item (docs/round3_execution_plan.md section 13.4 item 4), read 2026-09-24 via ncbi.nlm.nih.gov/geo/query/acc.cgi (series and all 24 per-sample records) and ebi.ac.uk/europepmc: GSE175540 lists exactly 24 samples, GSM5924030 to GSM5924053, with 24 distinct titles; this sample's hest_subseries string matches the title of GSM5924038 ('ccRCC tumor ffpe_c_36') and of no other sample, so the HEST-id-to-GSM correspondence is one-to-one over all 24 (INT_k to GSM5924054-k), which closes D3's note that it had not been individually re-derived. No series or sample record carries a donor, patient, participant, subject or individual field; per-sample characteristics are only 'disease state: renal cell cancer' and 'tissue: ccRCC tumor'. The count of 24 distinct samples is therefore corroborated and the count of 24 distinct donors is not sourced. Meylan et al. 2022 Immunity (doi:10.1016/j.immuni.2022.02.001, PMID 35231421) was not reachable: Europe PMC reports isOpenAccess=N, inEPMC=N, hasSuppl=N and no PMCID, and Unpaywall reports no OA location, so no patient table and no per-sample donor mapping was read.",GEO GSE175540; Europe PMC REST (DOI 10.1016/j.immuni.2022.02.001),"H1 item 4 reading record. Sets only the citation cell; donor_id, row_origin, sample_id and donor_label_status are untouched, and no status is chosen between the two row origins. D3's own citation string is preserved as the first clause."
INT17,benchmark_r2,citation,"H1 reading item (docs/round3_execution_plan.md section 13.4 item 4), read 2026-09-24 via ncbi.nlm.nih.gov/geo/query/acc.cgi (series and all 24 per-sample records) and ebi.ac.uk/europepmc: GSE175540 lists exactly 24 samples, GSM5924030 to GSM5924053, with 24 distinct titles; this sample's hest_subseries string matches the title of GSM5924037 ('ccRCC tumor ffpe_c_34') and of no other sample, so the HEST-id-to-GSM correspondence is one-to-one over all 24 (INT_k to GSM5924054-k), which closes D3's note that it had not been individually re-derived. No series or sample record carries a donor, patient, participant, subject or individual field; per-sample characteristics are only 'disease state: renal cell cancer' and 'tissue: ccRCC tumor'. The count of 24 distinct samples is therefore corroborated and the count of 24 distinct donors is not sourced. Meylan et al. 2022 Immunity (doi:10.1016/j.immuni.2022.02.001, PMID 35231421) was not reachable: Europe PMC reports isOpenAccess=N, inEPMC=N, hasSuppl=N and no PMCID, and Unpaywall reports no OA location, so no patient table and no per-sample donor mapping was read.",GEO GSE175540; Europe PMC REST (DOI 10.1016/j.immuni.2022.02.001),"H1 item 4 reading record. Sets only the citation cell; donor_id, row_origin, sample_id and donor_label_status are untouched, and no status is chosen between the two row origins."
INT17,expansion_d3,citation,"GEO series GSE175540 'Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer', series and per-sample records, read 2026-09-22 via ncbi.nlm.nih.gov/geo/query/acc.cgi | H1 reading item (docs/round3_execution_plan.md section 13.4 item 4), read 2026-09-24 via ncbi.nlm.nih.gov/geo/query/acc.cgi (series and all 24 per-sample records) and ebi.ac.uk/europepmc: GSE175540 lists exactly 24 samples, GSM5924030 to GSM5924053, with 24 distinct titles; this sample's hest_subseries string matches the title of GSM5924037 ('ccRCC tumor ffpe_c_34') and of no other sample, so the HEST-id-to-GSM correspondence is one-to-one over all 24 (INT_k to GSM5924054-k), which closes D3's note that it had not been individually re-derived. No series or sample record carries a donor, patient, participant, subject or individual field; per-sample characteristics are only 'disease state: renal cell cancer' and 'tissue: ccRCC tumor'. The count of 24 distinct samples is therefore corroborated and the count of 24 distinct donors is not sourced. Meylan et al. 2022 Immunity (doi:10.1016/j.immuni.2022.02.001, PMID 35231421) was not reachable: Europe PMC reports isOpenAccess=N, inEPMC=N, hasSuppl=N and no PMCID, and Unpaywall reports no OA location, so no patient table and no per-sample donor mapping was read.",GEO GSE175540; Europe PMC REST (DOI 10.1016/j.immuni.2022.02.001),"H1 item 4 reading record. Sets only the citation cell; donor_id, row_origin, sample_id and donor_label_status are untouched, and no status is chosen between the two row origins. D3's own citation string is preserved as the first clause."
INT18,benchmark_r2,citation,"H1 reading item (docs/round3_execution_plan.md section 13.4 item 4), read 2026-09-24 via ncbi.nlm.nih.gov/geo/query/acc.cgi (series and all 24 per-sample records) and ebi.ac.uk/europepmc: GSE175540 lists exactly 24 samples, GSM5924030 to GSM5924053, with 24 distinct titles; this sample's hest_subseries string matches the title of GSM5924036 ('ccRCC tumor ffpe_c_21') and of no other sample, so the HEST-id-to-GSM correspondence is one-to-one over all 24 (INT_k to GSM5924054-k), which closes D3's note that it had not been individually re-derived. No series or sample record carries a donor, patient, participant, subject or individual field; per-sample characteristics are only 'disease state: renal cell cancer' and 'tissue: ccRCC tumor'. The count of 24 distinct samples is therefore corroborated and the count of 24 distinct donors is not sourced. Meylan et al. 2022 Immunity (doi:10.1016/j.immuni.2022.02.001, PMID 35231421) was not reachable: Europe PMC reports isOpenAccess=N, inEPMC=N, hasSuppl=N and no PMCID, and Unpaywall reports no OA location, so no patient table and no per-sample donor mapping was read.",GEO GSE175540; Europe PMC REST (DOI 10.1016/j.immuni.2022.02.001),"H1 item 4 reading record. Sets only the citation cell; donor_id, row_origin, sample_id and donor_label_status are untouched, and no status is chosen between the two row origins."
INT18,expansion_d3,citation,"GEO series GSE175540 'Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer', series and per-sample records, read 2026-09-22 via ncbi.nlm.nih.gov/geo/query/acc.cgi | H1 reading item (docs/round3_execution_plan.md section 13.4 item 4), read 2026-09-24 via ncbi.nlm.nih.gov/geo/query/acc.cgi (series and all 24 per-sample records) and ebi.ac.uk/europepmc: GSE175540 lists exactly 24 samples, GSM5924030 to GSM5924053, with 24 distinct titles; this sample's hest_subseries string matches the title of GSM5924036 ('ccRCC tumor ffpe_c_21') and of no other sample, so the HEST-id-to-GSM correspondence is one-to-one over all 24 (INT_k to GSM5924054-k), which closes D3's note that it had not been individually re-derived. No series or sample record carries a donor, patient, participant, subject or individual field; per-sample characteristics are only 'disease state: renal cell cancer' and 'tissue: ccRCC tumor'. The count of 24 distinct samples is therefore corroborated and the count of 24 distinct donors is not sourced. Meylan et al. 2022 Immunity (doi:10.1016/j.immuni.2022.02.001, PMID 35231421) was not reachable: Europe PMC reports isOpenAccess=N, inEPMC=N, hasSuppl=N and no PMCID, and Unpaywall reports no OA location, so no patient table and no per-sample donor mapping was read.",GEO GSE175540; Europe PMC REST (DOI 10.1016/j.immuni.2022.02.001),"H1 item 4 reading record. Sets only the citation cell; donor_id, row_origin, sample_id and donor_label_status are untouched, and no status is chosen between the two row origins. D3's own citation string is preserved as the first clause."
INT19,benchmark_r2,citation,"H1 reading item (docs/round3_execution_plan.md section 13.4 item 4), read 2026-09-24 via ncbi.nlm.nih.gov/geo/query/acc.cgi (series and all 24 per-sample records) and ebi.ac.uk/europepmc: GSE175540 lists exactly 24 samples, GSM5924030 to GSM5924053, with 24 distinct titles; this sample's hest_subseries string matches the title of GSM5924035 ('ccRCC tumor ffpe_c_20') and of no other sample, so the HEST-id-to-GSM correspondence is one-to-one over all 24 (INT_k to GSM5924054-k), which closes D3's note that it had not been individually re-derived. No series or sample record carries a donor, patient, participant, subject or individual field; per-sample characteristics are only 'disease state: renal cell cancer' and 'tissue: ccRCC tumor'. The count of 24 distinct samples is therefore corroborated and the count of 24 distinct donors is not sourced. Meylan et al. 2022 Immunity (doi:10.1016/j.immuni.2022.02.001, PMID 35231421) was not reachable: Europe PMC reports isOpenAccess=N, inEPMC=N, hasSuppl=N and no PMCID, and Unpaywall reports no OA location, so no patient table and no per-sample donor mapping was read.",GEO GSE175540; Europe PMC REST (DOI 10.1016/j.immuni.2022.02.001),"H1 item 4 reading record. Sets only the citation cell; donor_id, row_origin, sample_id and donor_label_status are untouched, and no status is chosen between the two row origins."
INT19,expansion_d3,citation,"GEO series GSE175540 'Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer', series and per-sample records, read 2026-09-22 via ncbi.nlm.nih.gov/geo/query/acc.cgi | H1 reading item (docs/round3_execution_plan.md section 13.4 item 4), read 2026-09-24 via ncbi.nlm.nih.gov/geo/query/acc.cgi (series and all 24 per-sample records) and ebi.ac.uk/europepmc: GSE175540 lists exactly 24 samples, GSM5924030 to GSM5924053, with 24 distinct titles; this sample's hest_subseries string matches the title of GSM5924035 ('ccRCC tumor ffpe_c_20') and of no other sample, so the HEST-id-to-GSM correspondence is one-to-one over all 24 (INT_k to GSM5924054-k), which closes D3's note that it had not been individually re-derived. No series or sample record carries a donor, patient, participant, subject or individual field; per-sample characteristics are only 'disease state: renal cell cancer' and 'tissue: ccRCC tumor'. The count of 24 distinct samples is therefore corroborated and the count of 24 distinct donors is not sourced. Meylan et al. 2022 Immunity (doi:10.1016/j.immuni.2022.02.001, PMID 35231421) was not reachable: Europe PMC reports isOpenAccess=N, inEPMC=N, hasSuppl=N and no PMCID, and Unpaywall reports no OA location, so no patient table and no per-sample donor mapping was read.",GEO GSE175540; Europe PMC REST (DOI 10.1016/j.immuni.2022.02.001),"H1 item 4 reading record. Sets only the citation cell; donor_id, row_origin, sample_id and donor_label_status are untouched, and no status is chosen between the two row origins. D3's own citation string is preserved as the first clause."
INT20,benchmark_r2,citation,"H1 reading item (docs/round3_execution_plan.md section 13.4 item 4), read 2026-09-24 via ncbi.nlm.nih.gov/geo/query/acc.cgi (series and all 24 per-sample records) and ebi.ac.uk/europepmc: GSE175540 lists exactly 24 samples, GSM5924030 to GSM5924053, with 24 distinct titles; this sample's hest_subseries string matches the title of GSM5924034 ('ccRCC tumor ffpe_c_10') and of no other sample, so the HEST-id-to-GSM correspondence is one-to-one over all 24 (INT_k to GSM5924054-k), which closes D3's note that it had not been individually re-derived. No series or sample record carries a donor, patient, participant, subject or individual field; per-sample characteristics are only 'disease state: renal cell cancer' and 'tissue: ccRCC tumor'. The count of 24 distinct samples is therefore corroborated and the count of 24 distinct donors is not sourced. Meylan et al. 2022 Immunity (doi:10.1016/j.immuni.2022.02.001, PMID 35231421) was not reachable: Europe PMC reports isOpenAccess=N, inEPMC=N, hasSuppl=N and no PMCID, and Unpaywall reports no OA location, so no patient table and no per-sample donor mapping was read.",GEO GSE175540; Europe PMC REST (DOI 10.1016/j.immuni.2022.02.001),"H1 item 4 reading record. Sets only the citation cell; donor_id, row_origin, sample_id and donor_label_status are untouched, and no status is chosen between the two row origins."
INT20,expansion_d3,citation,"GEO series GSE175540 'Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer', series and per-sample records, read 2026-09-22 via ncbi.nlm.nih.gov/geo/query/acc.cgi | H1 reading item (docs/round3_execution_plan.md section 13.4 item 4), read 2026-09-24 via ncbi.nlm.nih.gov/geo/query/acc.cgi (series and all 24 per-sample records) and ebi.ac.uk/europepmc: GSE175540 lists exactly 24 samples, GSM5924030 to GSM5924053, with 24 distinct titles; this sample's hest_subseries string matches the title of GSM5924034 ('ccRCC tumor ffpe_c_10') and of no other sample, so the HEST-id-to-GSM correspondence is one-to-one over all 24 (INT_k to GSM5924054-k), which closes D3's note that it had not been individually re-derived. No series or sample record carries a donor, patient, participant, subject or individual field; per-sample characteristics are only 'disease state: renal cell cancer' and 'tissue: ccRCC tumor'. The count of 24 distinct samples is therefore corroborated and the count of 24 distinct donors is not sourced. Meylan et al. 2022 Immunity (doi:10.1016/j.immuni.2022.02.001, PMID 35231421) was not reachable: Europe PMC reports isOpenAccess=N, inEPMC=N, hasSuppl=N and no PMCID, and Unpaywall reports no OA location, so no patient table and no per-sample donor mapping was read.",GEO GSE175540; Europe PMC REST (DOI 10.1016/j.immuni.2022.02.001),"H1 item 4 reading record. Sets only the citation cell; donor_id, row_origin, sample_id and donor_label_status are untouched, and no status is chosen between the two row origins. D3's own citation string is preserved as the first clause."
INT21,benchmark_r2,citation,"H1 reading item (docs/round3_execution_plan.md section 13.4 item 4), read 2026-09-24 via ncbi.nlm.nih.gov/geo/query/acc.cgi (series and all 24 per-sample records) and ebi.ac.uk/europepmc: GSE175540 lists exactly 24 samples, GSM5924030 to GSM5924053, with 24 distinct titles; this sample's hest_subseries string matches the title of GSM5924033 ('ccRCC tumor ffpe_c_7') and of no other sample, so the HEST-id-to-GSM correspondence is one-to-one over all 24 (INT_k to GSM5924054-k), which closes D3's note that it had not been individually re-derived. No series or sample record carries a donor, patient, participant, subject or individual field; per-sample characteristics are only 'disease state: renal cell cancer' and 'tissue: ccRCC tumor'. The count of 24 distinct samples is therefore corroborated and the count of 24 distinct donors is not sourced. Meylan et al. 2022 Immunity (doi:10.1016/j.immuni.2022.02.001, PMID 35231421) was not reachable: Europe PMC reports isOpenAccess=N, inEPMC=N, hasSuppl=N and no PMCID, and Unpaywall reports no OA location, so no patient table and no per-sample donor mapping was read.",GEO GSE175540; Europe PMC REST (DOI 10.1016/j.immuni.2022.02.001),"H1 item 4 reading record. Sets only the citation cell; donor_id, row_origin, sample_id and donor_label_status are untouched, and no status is chosen between the two row origins."
INT21,expansion_d3,citation,"GEO series GSE175540 'Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer', series and per-sample records, read 2026-09-22 via ncbi.nlm.nih.gov/geo/query/acc.cgi | H1 reading item (docs/round3_execution_plan.md section 13.4 item 4), read 2026-09-24 via ncbi.nlm.nih.gov/geo/query/acc.cgi (series and all 24 per-sample records) and ebi.ac.uk/europepmc: GSE175540 lists exactly 24 samples, GSM5924030 to GSM5924053, with 24 distinct titles; this sample's hest_subseries string matches the title of GSM5924033 ('ccRCC tumor ffpe_c_7') and of no other sample, so the HEST-id-to-GSM correspondence is one-to-one over all 24 (INT_k to GSM5924054-k), which closes D3's note that it had not been individually re-derived. No series or sample record carries a donor, patient, participant, subject or individual field; per-sample characteristics are only 'disease state: renal cell cancer' and 'tissue: ccRCC tumor'. The count of 24 distinct samples is therefore corroborated and the count of 24 distinct donors is not sourced. Meylan et al. 2022 Immunity (doi:10.1016/j.immuni.2022.02.001, PMID 35231421) was not reachable: Europe PMC reports isOpenAccess=N, inEPMC=N, hasSuppl=N and no PMCID, and Unpaywall reports no OA location, so no patient table and no per-sample donor mapping was read.",GEO GSE175540; Europe PMC REST (DOI 10.1016/j.immuni.2022.02.001),"H1 item 4 reading record. Sets only the citation cell; donor_id, row_origin, sample_id and donor_label_status are untouched, and no status is chosen between the two row origins. D3's own citation string is preserved as the first clause."
