set_name,sample_id,organ,st_technology,dataset_title,subseries,lab_provisional,patient_label,donor_key_provisional,resolution_uncertain,pixel_size_um_estimated,spots_under_tissue,in_benchmark,benchmark_task,bytes_four_components
donor_power_kidney_visium,NCBI696,Kidney,Visium,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST],30-10125,Washington University School of Medicine,Patient 18,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST] | Patient 18,True,0.756934321,645,False,,135584794
donor_power_kidney_visium,NCBI697,Kidney,Visium,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST],32-10074,Washington University School of Medicine,Patient 17,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST] | Patient 17,True,0.757049887957286,317,False,,66840231
donor_power_kidney_visium,NCBI698,Kidney,Visium,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST],27-10066,Washington University School of Medicine,Patient 16,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST] | Patient 16,True,0.758288389,407,False,,88506677
donor_power_kidney_visium,NCBI699,Kidney,Visium,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST],29-10282,Washington University School of Medicine,Patient 15,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST] | Patient 15,True,0.758459452846038,787,False,,158098782
donor_power_kidney_visium,NCBI700,Kidney,Visium,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST],31-10042,Washington University School of Medicine,Patient 14,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST] | Patient 14,True,0.759011916272278,601,False,,126716781
donor_power_kidney_visium,NCBI701,Kidney,Visium,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST],28-12265-Medulla,Washington University School of Medicine,Patient 13,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST] | Patient 13,True,0.758035137985611,904,False,,177314868
donor_power_kidney_visium,NCBI702,Kidney,Visium,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST],28-12265-Cortex,Washington University School of Medicine,Patient 13,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST] | Patient 13,True,0.758209679801175,461,False,,102906567
donor_power_kidney_visium,NCBI703,Kidney,Visium,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST],29-10404,Washington University School of Medicine,Patient 12,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST] | Patient 12,True,0.757575757575758,453,False,,95810999
donor_power_kidney_visium,NCBI704,Kidney,Visium,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST],31-10221,Washington University School of Medicine,Patient 11,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST] | Patient 11,True,0.756855987,534,False,,110247043
donor_power_kidney_visium,NCBI705,Kidney,Visium,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST],29-10280,Washington University School of Medicine,Patient 10,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST] | Patient 10,True,0.758192191352373,560,False,,110414234
donor_power_kidney_visium,NCBI706,Kidney,Visium,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST],29-10012,Washington University School of Medicine,Patient 9,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST] | Patient 9,True,0.757995716166573,673,False,,135420996
donor_power_kidney_visium,NCBI707,Kidney,Visium,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST],29-10013,Washington University School of Medicine,Patient 8,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST] | Patient 8,True,0.756728455973368,673,False,,132252121
donor_power_kidney_visium,NCBI708,Kidney,Visium,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST],IU-13437,Washington University School of Medicine,Patient 7,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST] | Patient 7,True,0.757189863678115,1322,False,,241890823
donor_power_kidney_visium,NCBI709,Kidney,Visium,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST],21-019,Washington University School of Medicine,Patient 6,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST] | Patient 6,True,0.757566095790418,1034,False,,199341265
donor_power_kidney_visium,NCBI710,Kidney,Visium,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST],21-015,Washington University School of Medicine,Patient 5,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST] | Patient 5,True,0.756615014486175,956,False,,187672150
donor_power_kidney_visium,NCBI711,Kidney,Visium,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST],IU-M32,Washington University School of Medicine,Patient 4,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST] | Patient 4,True,0.757302117222195,2627,False,,503692604
donor_power_kidney_visium,NCBI712,Kidney,Visium,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST],IU-M61,Washington University School of Medicine,Patient 3,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST] | Patient 3,True,0.757995716166573,4166,False,,781008938
donor_power_kidney_visium,NCBI713,Kidney,Visium,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST],IU-F52,Washington University School of Medicine,Patient 2,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST] | Patient 2,True,0.757575313914251,3627,False,,671955692
donor_power_kidney_visium,NCBI714,Kidney,Visium,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST],IU-F59,Washington University School of Medicine,Patient 1,Spatial localization with Spatial Transcriptomics for an atlas of healthy and injured cell states and niches in the human kidney [Visium ST] | Patient 1,True,0.757191793128061,3007,False,,597881635
platform_pair_multitech,MEND37,Skin,Visium,Human squamous cell carcinoma,V10F24-015_D1,Stanford University School of Medicine,Patient 1,Human squamous cell carcinoma | Patient 1,True,0.172079992327377,2363,False,,431708189
platform_pair_multitech,MEND38,Skin,Visium,Human squamous cell carcinoma,V10F24-015_C1,Stanford University School of Medicine,Patient 1,Human squamous cell carcinoma | Patient 1,True,0.171998613834357,2752,False,,507429964
platform_pair_multitech,MEND39,Skin,Visium,Human squamous cell carcinoma,V10F24-015_B1,Stanford University School of Medicine,Patient 1,Human squamous cell carcinoma | Patient 1,True,0.17191974254403,2496,False,,464587789
platform_pair_multitech,MEND40,Skin,Visium,Human squamous cell carcinoma,V10F24-015_A1,Stanford University School of Medicine,Patient 1,Human squamous cell carcinoma | Patient 1,True,0.171939467137833,2793,False,,529861571
platform_pair_multitech,NCBI759,Skin,Spatial Transcriptomics,Single Cell and Spatial Analysis of Human Squamous Cell Carcinoma [ST],P10_ST_rep3,Stanford University School of Medicine,Patient 10,Single Cell and Spatial Analysis of Human Squamous Cell Carcinoma [ST] | Patient 10,True,0.553919475219479,462,False,,144691419
platform_pair_multitech,NCBI760,Skin,Spatial Transcriptomics,Single Cell and Spatial Analysis of Human Squamous Cell Carcinoma [ST],P10_ST_rep2,Stanford University School of Medicine,Patient 10,Single Cell and Spatial Analysis of Human Squamous Cell Carcinoma [ST] | Patient 10,True,0.548682985676229,621,False,,190150842
platform_pair_multitech,NCBI761,Skin,Spatial Transcriptomics,Single Cell and Spatial Analysis of Human Squamous Cell Carcinoma [ST],P10_ST_rep1,Stanford University School of Medicine,Patient 10,Single Cell and Spatial Analysis of Human Squamous Cell Carcinoma [ST] | Patient 10,True,0.545403419772538,608,False,,179649604
platform_pair_multitech,NCBI762,Skin,Spatial Transcriptomics,Single Cell and Spatial Analysis of Human Squamous Cell Carcinoma [ST],P9_ST_rep3,Stanford University School of Medicine,Patient 9,Single Cell and Spatial Analysis of Human Squamous Cell Carcinoma [ST] | Patient 9,True,0.549598116725419,1182,False,,353990581
platform_pair_multitech,NCBI763,Skin,Spatial Transcriptomics,Single Cell and Spatial Analysis of Human Squamous Cell Carcinoma [ST],P9_ST_rep2,Stanford University School of Medicine,Patient 9,Single Cell and Spatial Analysis of Human Squamous Cell Carcinoma [ST] | Patient 9,True,0.549646419060838,1071,False,,330747821
platform_pair_multitech,NCBI764,Skin,Spatial Transcriptomics,Single Cell and Spatial Analysis of Human Squamous Cell Carcinoma [ST],P9_ST_rep1,Stanford University School of Medicine,Patient 9,Single Cell and Spatial Analysis of Human Squamous Cell Carcinoma [ST] | Patient 9,True,0.552017020940817,1145,False,,323565616
platform_pair_multitech,NCBI765,Skin,Spatial Transcriptomics,Single Cell and Spatial Analysis of Human Squamous Cell Carcinoma [ST],P5_ST_rep3,Stanford University School of Medicine,Patient 5,Single Cell and Spatial Analysis of Human Squamous Cell Carcinoma [ST] | Patient 5,True,0.550463149489154,521,False,,169474255
platform_pair_multitech,NCBI766,Skin,Spatial Transcriptomics,Single Cell and Spatial Analysis of Human Squamous Cell Carcinoma [ST],P5_ST_rep2,Stanford University School of Medicine,Patient 5,Single Cell and Spatial Analysis of Human Squamous Cell Carcinoma [ST] | Patient 5,True,0.550463149489154,521,False,,171369106
platform_pair_multitech,NCBI767,Skin,Spatial Transcriptomics,Single Cell and Spatial Analysis of Human Squamous Cell Carcinoma [ST],P5_ST_rep1,Stanford University School of Medicine,Patient 5,Single Cell and Spatial Analysis of Human Squamous Cell Carcinoma [ST] | Patient 5,True,0.551504956083769,590,False,,190428375
platform_pair_multitech,NCBI768,Skin,Spatial Transcriptomics,Single Cell and Spatial Analysis of Human Squamous Cell Carcinoma [ST],P2_ST_rep3,Stanford University School of Medicine,Patient 2,Single Cell and Spatial Analysis of Human Squamous Cell Carcinoma [ST] | Patient 2,True,0.548988571993699,638,False,,201547333
platform_pair_multitech,NCBI769,Skin,Spatial Transcriptomics,Single Cell and Spatial Analysis of Human Squamous Cell Carcinoma [ST],P2_ST_rep2,Stanford University School of Medicine,Patient 2,Single Cell and Spatial Analysis of Human Squamous Cell Carcinoma [ST] | Patient 2,True,0.549724827447536,646,False,,206871045
platform_pair_multitech,NCBI770,Skin,Spatial Transcriptomics,Single Cell and Spatial Analysis of Human Squamous Cell Carcinoma [ST],P2_ST_rep1,Stanford University School of Medicine,Patient 2,Single Cell and Spatial Analysis of Human Squamous Cell Carcinoma [ST] | Patient 2,True,0.549309807668205,666,False,,209921696
platform_pair_multitech,NCBI776,Breast,Visium,"High resolution mapping of the tumor microenvironment using integrated single-cell, spatial and in situ analysis [scRNA-seq and Visium]","Breast Cancer, Visium CytAssist Spatial Gene Expression",10x Genomics Inc.,,,True,0.547553195122362,4992,False,,1054633480
platform_pair_multitech,NCBI783,Breast,Xenium,"High resolution mapping of the tumor microenvironment using integrated single-cell, spatial and in situ analysis [Xenium]","Breast Cancer, Xenium In Situ Spatial Gene Expression",10x Genomics Inc.,patient 5,"High resolution mapping of the tumor microenvironment using integrated single-cell, spatial and in situ analysis [Xenium] | patient 5",False,0.273959855977409,3869,True,IDC,598844915
platform_pair_multitech,NCBI784,Breast,Xenium,"High resolution mapping of the tumor microenvironment using integrated single-cell, spatial and in situ analysis [Xenium]","Breast Cancer, Xenium In Situ Spatial Gene Expression Rep 2",10x Genomics Inc.,patient 4,"High resolution mapping of the tumor microenvironment using integrated single-cell, spatial and in situ analysis [Xenium] | patient 4",True,0.363788003704963,4180,False,,502372494
platform_pair_multitech,NCBI785,Breast,Xenium,"High resolution mapping of the tumor microenvironment using integrated single-cell, spatial and in situ analysis [Xenium]","Breast Cancer, Xenium In Situ Spatial Gene Expression Rep 1",10x Genomics Inc.,patient 4,"High resolution mapping of the tumor microenvironment using integrated single-cell, spatial and in situ analysis [Xenium] | patient 4",False,0.363910795674915,4180,True,IDC,721476099
platform_pair_multitech,NCBI885,Lung,Xenium,Fishing with Two Lines: A Hybrid Approach to Spatial Transcriptomic Discovery,NB_PDLTMA6-9,Translational Genomics Research Institute (TGen),,,False,0.251692030258389,23209,False,,2566828642
platform_pair_multitech,NCBI886,Lung,Xenium,Fishing with Two Lines: A Hybrid Approach to Spatial Transcriptomic Discovery,PDLTMA6-10-v1,Translational Genomics Research Institute (TGen),,,False,0.251733297175723,23411,False,,2594444099
platform_pair_multitech,NCBI887,Lung,Xenium 5k,Fishing with Two Lines: A Hybrid Approach to Spatial Transcriptomic Discovery,PDLTMA06-10_5K,Translational Genomics Research Institute (TGen),,,False,0.25168741753676,23044,False,,3035274938
platform_pair_multitech,NCBI888,Lung,Xenium 5k,Fishing with Two Lines: A Hybrid Approach to Spatial Transcriptomic Discovery,PDLTMA06-11_5K,Translational Genomics Research Institute (TGen),,,False,0.251741446276066,22736,False,,3007365221
platform_pair_multitech,TENX147,Bowel,Xenium,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling,"Xenium In Situ, Sample P5 CRC",10x Genomics Inc.,Patient 5,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling | Patient 5,True,0.24970220990847,3997,True,COAD,1013697092
platform_pair_multitech,TENX148,Bowel,Xenium,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling,"Xenium In Situ, Sample P2 CRC",10x Genomics Inc.,Patient 2,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling | Patient 2,False,0.273760357163598,4379,True,COAD,958855211
platform_pair_multitech,TENX149,Bowel,Xenium,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling,"Xenium In Situ, Sample P1 CRC",10x Genomics Inc.,Patient 1,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling | Patient 1,False,0.274030888058221,4009,True,COAD,1042593829
platform_pair_multitech,TENX152,Bowel,Visium,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling,"Visium CytAssist v2, Sample P2 CRC",10x Genomics Inc.,Patient 2,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling | Patient 2,False,0.273723960330269,4269,False,,1042064355
platform_pair_multitech,TENX153,Bowel,Visium HD,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling,"Visium HD, Sample P3 NAT",10x Genomics Inc.,Patient 3,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling | Patient 3,False,0.273906543053634,2018,False,,573583206
platform_pair_multitech,TENX154,Bowel,Visium HD,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling,"Visium HD, Sample P5 CRC",10x Genomics Inc.,Patient 5,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling | Patient 5,False,0.273770509329827,2220,False,,904237714
platform_pair_multitech,TENX155,Bowel,Visium HD,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling,"Visium HD, Sample P2 CRC",10x Genomics Inc.,Patient 2,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling | Patient 2,False,0.273874419926874,2281,False,,778089187
platform_pair_multitech,TENX156,Bowel,Visium HD,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling,"Visium HD, Sample P1 CRC",10x Genomics Inc.,Patient 1,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling | Patient 1,False,0.273802324565481,2179,False,,841172332
institution_breast_xenium,NCBI783,Breast,Xenium,"High resolution mapping of the tumor microenvironment using integrated single-cell, spatial and in situ analysis [Xenium]","Breast Cancer, Xenium In Situ Spatial Gene Expression",10x Genomics Inc.,patient 5,"High resolution mapping of the tumor microenvironment using integrated single-cell, spatial and in situ analysis [Xenium] | patient 5",False,0.273959855977409,3869,True,IDC,598844915
institution_breast_xenium,NCBI784,Breast,Xenium,"High resolution mapping of the tumor microenvironment using integrated single-cell, spatial and in situ analysis [Xenium]","Breast Cancer, Xenium In Situ Spatial Gene Expression Rep 2",10x Genomics Inc.,patient 4,"High resolution mapping of the tumor microenvironment using integrated single-cell, spatial and in situ analysis [Xenium] | patient 4",True,0.363788003704963,4180,False,,502372494
institution_breast_xenium,NCBI785,Breast,Xenium,"High resolution mapping of the tumor microenvironment using integrated single-cell, spatial and in situ analysis [Xenium]","Breast Cancer, Xenium In Situ Spatial Gene Expression Rep 1",10x Genomics Inc.,patient 4,"High resolution mapping of the tumor microenvironment using integrated single-cell, spatial and in situ analysis [Xenium] | patient 4",False,0.363910795674915,4180,True,IDC,721476099
institution_breast_xenium,TENX191,Breast,Xenium,Xenium v1 Human Breast FFPE with Biomarkers & Housekeeping Genes Custom Panel,"Section 1, top",unresolved: https://www.biorxiv.org/content/10.64898/2025.12.08.692193v1,Patient 1,Xenium v1 Human Breast FFPE with Biomarkers & Housekeeping Genes Custom Panel | Patient 1,False,0.2740410920775886,6111,False,,810618300
institution_breast_xenium,TENX192,Breast,Xenium,Xenium v1 Human Breast FFPE with Biomarkers & Housekeeping Genes Custom Panel,"Section 1, middle",unresolved: https://www.biorxiv.org/content/10.64898/2025.12.08.692193v1,Patient 1,Xenium v1 Human Breast FFPE with Biomarkers & Housekeeping Genes Custom Panel | Patient 1,False,0.2741561461564812,7972,False,,1068601899
institution_breast_xenium,TENX193,Breast,Xenium,Xenium v1 Human Breast FFPE with Biomarkers & Housekeeping Genes Custom Panel,"Section 1, bottom",unresolved: https://www.biorxiv.org/content/10.64898/2025.12.08.692193v1,Patient 1,Xenium v1 Human Breast FFPE with Biomarkers & Housekeeping Genes Custom Panel | Patient 1,False,0.2739530535228832,8987,False,,1308760041
institution_breast_xenium,TENX195,Breast,Xenium,Xenium v1 Human Breast FFPE with Biomarkers & Housekeeping Genes Custom Panel,"Section 2, middle",unresolved: https://www.biorxiv.org/content/10.64898/2025.12.08.692193v1,Patient 2,Xenium v1 Human Breast FFPE with Biomarkers & Housekeeping Genes Custom Panel | Patient 2,False,0.2739744019366152,6824,False,,1051574753
institution_breast_xenium,TENX196,Breast,Xenium,Xenium v1 Human Breast FFPE with Biomarkers & Housekeeping Genes Custom Panel,"Section 2, bottom",unresolved: https://www.biorxiv.org/content/10.64898/2025.12.08.692193v1,Patient 2,Xenium v1 Human Breast FFPE with Biomarkers & Housekeeping Genes Custom Panel | Patient 2,False,0.2740778908045294,10020,False,,1499121524
institution_breast_xenium,TENX197,Breast,Xenium,Xenium v1 Human Breast FFPE with Biomarkers & Housekeeping Genes Custom Panel,"Section 3, top",unresolved: https://www.biorxiv.org/content/10.64898/2025.12.08.692193v1,Patient 3,Xenium v1 Human Breast FFPE with Biomarkers & Housekeeping Genes Custom Panel | Patient 3,False,0.2740442248237784,10083,False,,1489799684
institution_breast_xenium,TENX198,Breast,Xenium,Xenium v1 Human Breast FFPE with Biomarkers & Housekeeping Genes Custom Panel,"Section 3, middle",unresolved: https://www.biorxiv.org/content/10.64898/2025.12.08.692193v1,Patient 3,Xenium v1 Human Breast FFPE with Biomarkers & Housekeeping Genes Custom Panel | Patient 3,False,0.2741103762473849,8307,False,,1211539913
institution_breast_xenium,TENX199,Breast,Xenium,Xenium v1 Human Breast FFPE with Biomarkers & Housekeeping Genes Custom Panel,"Section 3, bottom",unresolved: https://www.biorxiv.org/content/10.64898/2025.12.08.692193v1,Patient 3,Xenium v1 Human Breast FFPE with Biomarkers & Housekeeping Genes Custom Panel | Patient 3,False,0.2740618867029958,3285,False,,383457504
institution_breast_xenium,TENX200,Breast,Xenium,Xenium v1 Human Breast FFPE with Biomarkers & Housekeeping Genes Custom Panel,"Section 4, top",unresolved: https://www.biorxiv.org/content/10.64898/2025.12.08.692193v1,Patient 4,Xenium v1 Human Breast FFPE with Biomarkers & Housekeeping Genes Custom Panel | Patient 4,False,0.2739585075438425,6410,False,,769743611
institution_breast_xenium,TENX201,Breast,Xenium,Xenium v1 Human Breast FFPE with Biomarkers & Housekeeping Genes Custom Panel,"Section 4, middle",unresolved: https://www.biorxiv.org/content/10.64898/2025.12.08.692193v1,Patient 4,Xenium v1 Human Breast FFPE with Biomarkers & Housekeeping Genes Custom Panel | Patient 4,False,0.2740396830434351,6993,False,,930157991
institution_breast_xenium,TENX202,Breast,Xenium,Xenium v1 Human Breast FFPE with Biomarkers & Housekeeping Genes Custom Panel,"Section 4, bottom",unresolved: https://www.biorxiv.org/content/10.64898/2025.12.08.692193v1,Patient 4,Xenium v1 Human Breast FFPE with Biomarkers & Housekeeping Genes Custom Panel | Patient 4,False,0.2739677293510169,5599,False,,716549649
institution_breast_xenium,TENX95,Breast,Xenium,FFPE Human Breast with Pre-designed Panel,Tissue sample 1,10x Genomics Inc. (vendor product page),patient 2,FFPE Human Breast with Pre-designed Panel | patient 2,True,0.2125,11845,True,IDC,1395799757
institution_breast_xenium,TENX97,Breast,Xenium,FFPE Human Breast with Custom Add-on Panel,Tissue sample 1,10x Genomics Inc. (vendor product page),patient 2,FFPE Human Breast with Custom Add-on Panel | patient 2,False,0.2125,11845,False,,1418650712
institution_breast_xenium,TENX98,Breast,Xenium,FFPE Human Breast using the Entire Sample Area,Replicate 2,10x Genomics Inc. (vendor product page),patient 1,FFPE Human Breast using the Entire Sample Area | patient 1,False,0.2125,26070,False,,3493850544
institution_breast_xenium,TENX99,Breast,Xenium,FFPE Human Breast using the Entire Sample Area,Replicate 1,10x Genomics Inc. (vendor product page),patient 1,FFPE Human Breast using the Entire Sample Area | patient 1,True,0.2125,25080,True,IDC,3531745935
kidney_visium_cell_extras,NCBI538,Kidney,Visium,Genome-wide Spatial Expression Profiling in Formalin-fixed Tissues,PFA fixed kidney_organoid_3,KTH Royal Institute of Technology,,,True,0.172057719740261,469,False,,84887360
kidney_visium_cell_extras,NCBI539,Kidney,Visium,Genome-wide Spatial Expression Profiling in Formalin-fixed Tissues,PFA fixed kidney_organoid_2,KTH Royal Institute of Technology,,,True,0.17355000357728,475,False,,79956198
kidney_visium_cell_extras,NCBI540,Kidney,Visium,Genome-wide Spatial Expression Profiling in Formalin-fixed Tissues,PFA fixed kidney_organoid_1,KTH Royal Institute of Technology,,,True,0.173710590314062,413,False,,71979738
kidney_visium_cell_extras,TENX71,Kidney,Visium,"Human Kidney, 11 mm Capture Area (FFPE)",,10x Genomics Inc. (vendor product page),,,False,0.273721602322227,5936,False,,1289100762
