task,label_set,encoder,design,score,weighting,subset,alpha,w3_variant,n_folds,coverage,coverage_sd,width_mean,width_median,width_mean_spotgene,interval_score,miss_above,miss_below,neff_median,neff_frac,clip_rate,clip_rate_test,auc,auc_holdout,no_support,n_infinite,n_spot_gene,n_test_points_infinite,K_median,feasible_level,guaranteed_level,frac_morph_joined,sigma_clip_rate_cal,classifier_converged,frac_infinite,difference_list,_source
LUNG,shipped,hoptimus0,donor,scaled_clip,W1b,morph_joined,0.1,,2,0.6755645241694671,0.0932629315207568,4.469138648548081,2.695910293101349,4.46913864854808,10.816105062582482,0.170265339916332,0.1541701359142008,120.56688931600684,0.1950292138818883,0.0065353190327824,0.2977010821435709,0.890658052836947,0.8923149306385181,0,80350,750900,1607,,,,0.9626791529822588,0.0207823849960908,True,0.1070049274204288,"sees tissue composition only: nuclear count, mean and median nuclear area and the five class fractions. It cannot see the slide as an image. Fitted and evaluated on the morphology-joined subset of spots, with `none` reported on that same subset beside it so the comparison is like for like.",a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,donor,scaled_clip,W2,all,0.1,,2,0.616494738431235,0.0155852005719457,2.4230986829018133,2.2831384290097896,2.4230986829018133,9.331236767674644,0.2133190229764701,0.1701862385922948,563.5,1.0,0.0,0.0,,,0,0,780900,0,,,,,0.0207823849960908,True,0.0,"sees resolution group and, where the task definition defines it, capture session. Nothing else. On every task but PRAD the session field is null for every sample, so the cell is the resolution group alone.",a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,donor,scaled_clip,W3,all,0.1,nominal,2,1.0,0.0,,,,,0.0,0.0,428.79338281796834,0.7584261002718626,0.0,0.0,,,0,780900,780900,15618,7.0,0.8766534391534391,0.8766534391534391,,0.0207823849960908,True,1.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,donor,scaled_clip,W3,all,0.1111111111111111,feasible_level,1,0.9595010288065844,0.0105265793454416,521.4489980496119,399.221937065347,521.4489980496118,522.0763067008213,0.0124537037037037,0.0280452674897119,520.1749363873438,0.7365405530681046,0.0,0.0,,,0,0,194400,0,8.0,0.8888888888888888,0.8888888888888888,,0.0223250799330848,True,0.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,donor,scaled_clip,W3,all,0.125,feasible_level,2,0.968862665149424,0.0080674892332401,83.10488623364166,58.42877539404713,83.10488623364166,83.49704604122824,0.0197100144743603,0.0114273203762156,349.9502843497923,0.7725171839951265,0.0,0.0,,,0,0,423400,0,7.0,0.875,0.875,,0.0200147167034584,True,0.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,donor,scaled_clip,W3,all,0.1428571428571428,feasible_level,1,0.9404353157572042,,24.801242585942564,16.15641664711648,24.80124258594256,25.702462850199858,0.0498651134273451,0.0096995708154506,345.0405150349326,0.8061694276517116,0.0,0.0,,,0,0,163100,0,6.0,0.8571428571428572,0.8571428571428571,,0.02,True,0.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,donor,scaled_clip,W3,all,0.2,nominal,2,0.6437047150586334,0.0316472586229325,2.666792199073491,2.4921145036159493,2.666792199073491,5.868241192228246,0.1962302091927747,0.1600650757485918,428.79338281796834,0.7584261002718626,0.0,0.0,,,0,0,780900,0,7.0,0.8766534391534391,0.8766534391534391,,0.0207823849960908,True,0.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,donor,scaled_clip,none,all,0.1,,2,0.616494738431235,0.0155852005719457,2.4230986829018133,2.2831384290097896,2.4230986829018133,9.331236767674644,0.2133190229764701,0.1701862385922948,563.5,1.0,0.0,0.0,,,0,0,780900,0,,,,,0.0207823849960908,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,donor,scaled_clip,none,all,0.2,,2,0.4901356287936322,0.0172246399589261,1.650823582355836,1.5781496965349249,1.650823582355836,6.231865088358975,0.2737878332950658,0.2360765379113018,563.5,1.0,0.0,0.0,,,0,0,780900,0,,,,,0.0207823849960908,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,donor,scaled_clip,none,morph_joined,0.1,,2,0.6090454042846335,0.0172016265366126,2.424205388379804,2.292262256414355,2.424205388379804,9.565481807022843,0.218823684855178,0.1721309108601884,532.0,1.0,0.0,0.0,,,0,0,750900,0,,,,0.9626791529822588,0.0207823849960908,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,donor,scaled_clip,none,morph_joined,0.2,,2,0.4829686450400361,0.0160524245235756,1.661503925967163,1.5929998166542167,1.6615039259671625,6.372589598311454,0.2798321565411105,0.2371991984188532,532.0,1.0,0.0,0.0,,,0,0,750900,0,,,,0.9626791529822588,0.0207823849960908,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,patient,abs,W1,all,0.1,,2,0.6834905107153159,0.0308274528039537,2.448793831152587,2.382187573041347,2.448793831152587,7.548166437383007,0.174499715727263,0.1420097735574209,43.75339462202588,0.0908247369715168,0.0058970002605641,1.0,1.0,0.999991002018722,0,0,780900,0,,,,,,True,0.0,"sees everything the encoder represents, which includes the slide signature, stain and scanner, not only biology. Trained on the PCA-256 features of C against E from the PCA fit on T.",a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,patient,abs,W1b,morph_joined,0.1,,2,0.6032539331296899,0.0519982210325191,2.080218091439782,1.967554250548612,2.080218091439782,8.72458816398105,0.2209047585534546,0.1758413083168555,104.21829697712133,0.1818502778104895,0.006177151796216,0.2119987692968435,0.8708666251330475,0.8718572631218348,0,1650,750900,33,,,,0.960299898121352,,True,0.0021973631642029,"sees tissue composition only: nuclear count, mean and median nuclear area and the five class fractions. It cannot see the slide as an image. Fitted and evaluated on the morphology-joined subset of spots, with `none` reported on that same subset beside it so the comparison is like for like.",a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,patient,abs,W2,all,0.1,,2,0.615139934936867,0.0091754064931607,2.0717512732333363,2.0032387030841545,2.0717512732333367,8.348265737842619,0.2098356001560977,0.1750244649070352,581.0,1.0,0.0,0.0,,,0,0,780900,0,,,,,,True,0.0,"sees resolution group and, where the task definition defines it, capture session. Nothing else. On every task but PRAD the session field is null for every sample, so the cell is the resolution group alone.",a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,patient,abs,W3,all,0.1,nominal,2,1.0,0.0,,,,,0.0,0.0,504.1172375549136,0.8358756975481698,0.0,0.0,,,0,780900,780900,15618,8.0,0.8842592592592592,0.8842592592592592,,,True,1.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,patient,abs,W3,all,0.1111111111111111,feasible_level,2,0.9151331393045748,0.0165182099361093,4.74064153472461,4.567184821178141,4.740641534724609,5.811114281009062,0.0530551250463625,0.0318117356490627,673.5400158855764,0.9581500717225764,0.0,0.0,,,0,0,454700,0,8.0,0.8888888888888888,0.8888888888888888,,,True,0.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,patient,abs,W3,all,0.125,feasible_level,1,0.88138871857756,0.0022934364638117,4.3454686523522925,4.162012897322458,4.345468652352292,6.1300973802677,0.1027713059472716,0.0158399754751686,204.85014687835903,0.5089034680228746,0.0,0.0,,,0,0,326200,0,7.0,0.875,0.875,,,True,0.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,patient,abs,W3,all,0.2,nominal,2,0.6252458854044453,0.0116666011981452,2.1204129402537366,2.0485716374745704,2.1204129402537366,5.169864254636419,0.2037641799951051,0.1709899346004496,504.1172375549136,0.8358756975481698,0.0,0.0,,,0,0,780900,0,8.0,0.8842592592592592,0.8842592592592592,,,True,0.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,patient,abs,none,all,0.1,,2,0.615139934936867,0.0091754064931607,2.0717512732333363,2.0032387030841545,2.0717512732333367,8.348265737842619,0.2098356001560977,0.1750244649070352,581.0,1.0,0.0,0.0,,,0,0,780900,0,,,,,,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,patient,abs,none,all,0.2,,2,0.5026488605120778,0.0093107853398005,1.5755243310618832,1.5094843483041334,1.5755243310618832,5.772917952597148,0.2607078538333505,0.2366432856545716,581.0,1.0,0.0,0.0,,,0,0,780900,0,,,,,,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,patient,abs,none,morph_joined,0.1,,2,0.6084678399851305,0.0128518526382216,2.090448759929729,2.01756586718214,2.090448759929729,8.49970423371979,0.2160977111989024,0.175434448815967,553.5,1.0,0.0,0.0,,,0,0,750900,0,,,,0.960299898121352,,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,patient,abs,none,morph_joined,0.2,,2,0.4956690166420119,0.0085014235627987,1.5964971669932255,1.5354240681705598,1.5964971669932255,5.873727331931747,0.2675185541583826,0.2368124291996053,553.5,1.0,0.0,0.0,,,0,0,750900,0,,,,0.960299898121352,,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,patient,scaled_clip,W1,all,0.1,,2,0.8046980558856651,0.035056596791989,10.512532007558397,4.52864631908336,10.512532007558397,13.879243520606094,0.0971835951922583,0.0981183489220764,43.75339462202588,0.0908247369715168,0.0058970002605641,1.0,1.0,0.999991002018722,0,0,780900,0,,,,,0.022501665020641,True,0.0,"sees everything the encoder represents, which includes the slide signature, stain and scanner, not only biology. Trained on the PCA-256 features of C against E from the PCA fit on T.",a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,patient,scaled_clip,W1b,morph_joined,0.1,,2,0.6564981938709359,0.0387271437147211,3.279071429051239,2.647236702340342,3.279071429051239,9.390716514506858,0.1818308378661375,0.1616709682629265,104.21829697712133,0.1818502778104895,0.006177151796216,0.2119987692968435,0.8708666251330475,0.8718572631218348,0,1650,750900,33,,,,0.960299898121352,0.022501665020641,True,0.0021973631642029,"sees tissue composition only: nuclear count, mean and median nuclear area and the five class fractions. It cannot see the slide as an image. Fitted and evaluated on the morphology-joined subset of spots, with `none` reported on that same subset beside it so the comparison is like for like.",a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,patient,scaled_clip,W2,all,0.1,,2,0.6447185773495184,0.0170480310064654,2.6153858834471437,2.4829108258166173,2.6153858834471437,8.931134460268337,0.1944188577955069,0.1608625648549746,581.0,1.0,0.0,0.0,,,0,0,780900,0,,,,,0.022501665020641,True,0.0,"sees resolution group and, where the task definition defines it, capture session. Nothing else. On every task but PRAD the session field is null for every sample, so the cell is the resolution group alone.",a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,patient,scaled_clip,W3,all,0.1,nominal,2,1.0,0.0,,,,,0.0,0.0,504.1172375549136,0.8358756975481698,0.0,0.0,,,0,780900,780900,15618,8.0,0.8842592592592592,0.8842592592592592,,0.022501665020641,True,1.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,patient,scaled_clip,W3,all,0.1111111111111111,feasible_level,2,0.9794675232064955,0.0056062400541886,538.7487322455607,434.45969012370455,538.7487322455607,539.0586852262234,0.0061401318462,0.0143923449473044,673.5400158855764,0.9581500717225764,0.0,0.0,,,0,0,454700,0,8.0,0.8888888888888888,0.8888888888888888,,0.0237406771999923,True,0.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,patient,scaled_clip,W3,all,0.125,feasible_level,1,0.9619650521152668,0.0018512237619047,33.775781749400146,25.991643930795718,33.77578174940015,34.35818220215019,0.0248927038626609,0.0131422440220723,204.85014687835903,0.5089034680228746,0.0,0.0,,,0,0,326200,0,7.0,0.875,0.875,,0.0200236406619385,True,0.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,patient,scaled_clip,W3,all,0.2,nominal,2,0.656967125287742,0.0132316269583328,2.754346151727552,2.5854516507874723,2.7543461517275527,5.808195305244989,0.1859700985871308,0.1570627761251271,504.1172375549136,0.8358756975481698,0.0,0.0,,,0,0,780900,0,8.0,0.8842592592592592,0.8842592592592592,,0.022501665020641,True,0.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,patient,scaled_clip,none,all,0.1,,2,0.6447185773495184,0.0170480310064654,2.6153858834471437,2.4829108258166173,2.6153858834471437,8.931134460268337,0.1944188577955069,0.1608625648549746,581.0,1.0,0.0,0.0,,,0,0,780900,0,,,,,0.022501665020641,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,patient,scaled_clip,none,all,0.2,,2,0.5101676262974149,0.0101983142830633,1.735937012406944,1.669914903398882,1.735937012406944,6.08140994497137,0.256725347329981,0.2331070263726042,581.0,1.0,0.0,0.0,,,0,0,780900,0,,,,,0.022501665020641,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,patient,scaled_clip,none,morph_joined,0.1,,2,0.6353718794253771,0.017048744347619,2.6090110442858507,2.478594940969858,2.609011044285851,9.173731520392062,0.1999293879552598,0.1646987326193631,553.5,1.0,0.0,0.0,,,0,0,750900,0,,,,0.960299898121352,0.022501665020641,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,patient,scaled_clip,none,morph_joined,0.2,,2,0.5033091455951609,0.0093685139549208,1.7509599557469502,1.6857507430044851,1.7509599557469502,6.220753497833338,0.26195946619604,0.2347313882087991,553.5,1.0,0.0,0.0,,,0,0,750900,0,,,,0.960299898121352,0.022501665020641,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,random,abs,W1,all,0.1,,2,0.8999410844894576,0.0026874342677993,2.031518469853796,1.9824410145848457,2.031584667548681,2.6537574628990965,0.0483481827702302,0.0517107327403122,329.07390340891203,0.6287313880226322,0.0056334812236976,0.122046296927079,0.725063762269607,0.4882377356050026,0,0,1301500,0,,,,,,True,0.0,"sees everything the encoder represents, which includes the slide signature, stain and scanner, not only biology. Trained on the PCA-256 features of C against E from the PCA fit on T.",a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,random,abs,W1b,morph_joined,0.1,,2,0.900645514241203,0.0029383648619346,2.0441797036919827,1.9903255522192524,2.044210117989421,2.6596710063843085,0.0475521964091097,0.0518022893496873,486.4616790499441,0.9862936027618244,0.0058668401072948,0.0081777311494393,0.5318340955363814,0.5041250673793358,0,0,1251650,0,,,,0.961177208980676,,True,0.0,"sees tissue composition only: nuclear count, mean and median nuclear area and the five class fractions. It cannot see the slide as an image. Fitted and evaluated on the morphology-joined subset of spots, with `none` reported on that same subset beside it so the comparison is like for like.",a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,random,abs,W2,all,0.1,,2,0.8996631838535185,0.0029323095845402,2.025240984524926,1.9701440830560797,2.025240984524926,2.6498975043622397,0.0484620282590448,0.0518747878874366,521.0,1.0,0.0,0.0,,,0,0,1301500,0,,,,,,True,0.0,"sees resolution group and, where the task definition defines it, capture session. Nothing else. On every task but PRAD the session field is null for every sample, so the cell is the resolution group alone.",a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,random,abs,W3,all,0.0015290519877675,feasible_level,1,0.9985706470884204,6.329263932860816e-05,4.78027033860897,4.631471659601488,4.780270338608971,5.252875888052954,0.0006479552406677,0.0007813976709117,653.0,1.0,0.0,0.0,,,0,0,486000,0,653.0,0.9984709480122324,0.9984709480122324,,,True,0.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,random,abs,W3,all,0.0025641025641025,feasible_level,1,0.9973189998560594,0.0005121057911133,4.50485223349382,4.303922311080731,4.50485223349382,5.092305744651831,0.001243901423466,0.0014370987204746,389.0,1.0,0.0,0.0,,,0,0,815500,0,389.0,0.9974358974358974,0.9974358974358974,,,True,0.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,random,abs,W3,all,0.1,nominal,2,0.8996631838535185,0.0029323095845402,2.025240984524926,1.9701440830560797,2.025240984524926,2.6498975043622397,0.0484620282590448,0.0518747878874366,521.0,1.0,0.0,0.0,,,0,0,1301500,0,521.0,0.9979534227240648,0.9979534227240648,,,True,0.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,random,abs,W3,all,0.2,nominal,2,0.8007250778760069,0.0049508691297607,1.5442378231655414,1.5129632245236746,1.5442378231655414,2.2042018147152054,0.09905161923052,0.100223302893473,521.0,1.0,0.0,0.0,,,0,0,1301500,0,521.0,0.9979534227240648,0.9979534227240648,,,True,0.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,random,abs,none,all,0.1,,2,0.8996631838535185,0.0029323095845402,2.025240984524926,1.9701440830560797,2.025240984524926,2.6498975043622397,0.0484620282590448,0.0518747878874366,521.0,1.0,0.0,0.0,,,0,0,1301500,0,,,,,,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,random,abs,none,all,0.2,,2,0.8007250778760069,0.0049508691297607,1.5442378231655414,1.5129632245236746,1.5442378231655414,2.2042018147152054,0.09905161923052,0.100223302893473,521.0,1.0,0.0,0.0,,,0,0,1301500,0,,,,,,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,random,abs,none,morph_joined,0.1,,2,0.9007132402520555,0.002895909758696,2.0448222808818963,1.9935037145825565,2.0448222808818963,2.659789606488397,0.0474787308391563,0.0518080289087881,497.5,1.0,0.0,0.0,,,0,0,1251650,0,,,,0.961177208980676,,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,random,abs,none,morph_joined,0.2,,2,0.8014552973138599,0.0039023703804689,1.5619394141723633,1.5351348812376282,1.5619394141723633,2.2162283088567687,0.0981059707434408,0.1004387319426992,497.5,1.0,0.0,0.0,,,0,0,1251650,0,,,,0.961177208980676,,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,random,scaled_clip,W1,all,0.1,,2,0.899578161357646,0.0033369291078074,2.4632408647518718,2.3833958131674384,2.4597105341825154,3.101446368618436,0.0489149057128643,0.0515069329294897,329.07390340891203,0.6287313880226322,0.0056334812236976,0.122046296927079,0.725063762269607,0.4882377356050026,0,0,1301500,0,,,,,0.0200410208765555,True,0.0,"sees everything the encoder represents, which includes the slide signature, stain and scanner, not only biology. Trained on the PCA-256 features of C against E from the PCA fit on T.",a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,random,scaled_clip,W1b,morph_joined,0.1,,2,0.8999088986638533,0.0023399999883619,2.477018450221405,2.403202905034121,2.478009989974145,3.119843031978686,0.0481309455109299,0.0519601558252168,486.4616790499441,0.9862936027618244,0.0058668401072948,0.0081777311494393,0.5318340955363814,0.5041250673793358,0,0,1251650,0,,,,0.961177208980676,0.0200410208765555,True,0.0,"sees tissue composition only: nuclear count, mean and median nuclear area and the five class fractions. It cannot see the slide as an image. Fitted and evaluated on the morphology-joined subset of spots, with `none` reported on that same subset beside it so the comparison is like for like.",a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,random,scaled_clip,W2,all,0.1,,2,0.8996218749140293,0.0027248832820449,2.45584651366034,2.3814390899377518,2.4521151149547,3.0944198654760107,0.0489044039526374,0.051473721133333,521.0,1.0,0.0,0.0,,,0,0,1301500,0,,,,,0.0200410208765555,True,0.0,"sees resolution group and, where the task definition defines it, capture session. Nothing else. On every task but PRAD the session field is null for every sample, so the cell is the resolution group alone.",a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,random,scaled_clip,W3,all,0.0015290519877675,feasible_level,1,0.9985934953867164,9.715934882543186e-05,35.297422585906595,29.32394234725785,35.23388795845794,35.87202692107748,0.000719153348262,0.0006873512650216,653.0,1.0,0.0,0.0,,,0,0,486000,0,653.0,0.9984709480122324,0.9984709480122324,,0.0200306278713629,True,0.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,random,scaled_clip,W3,all,0.0025641025641025,feasible_level,1,0.9976192317400792,0.0003629195437452,23.396628855991302,18.593901407206157,23.344449046193844,23.99318579297485,0.001240541047253,0.0011402272126678,389.0,1.0,0.0,0.0,,,0,0,815500,0,389.0,0.9974358974358974,0.9974358974358974,,0.020051413881748,True,0.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,random,scaled_clip,W3,all,0.1,nominal,2,0.8996218749140293,0.0027248832820449,2.45584651366034,2.3814390899377518,2.4521151149547,3.0944198654760107,0.0489044039526374,0.051473721133333,521.0,1.0,0.0,0.0,,,0,0,1301500,0,521.0,0.9979534227240648,0.9979534227240648,,0.0200410208765555,True,0.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,random,scaled_clip,W3,all,0.2,nominal,2,0.8007130281948909,0.0032955475549203,1.7227472373379336,1.6766217044721805,1.7200676587405124,2.3757423825206567,0.097743609832499,0.10154336197261,521.0,1.0,0.0,0.0,,,0,0,1301500,0,521.0,0.9979534227240648,0.9979534227240648,,0.0200410208765555,True,0.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,random,scaled_clip,none,all,0.1,,2,0.8996218749140293,0.0027248832820449,2.45584651366034,2.3814390899377518,2.4521151149547,3.0944198654760107,0.0489044039526374,0.051473721133333,521.0,1.0,0.0,0.0,,,0,0,1301500,0,,,,,0.0200410208765555,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,random,scaled_clip,none,all,0.2,,2,0.8007130281948909,0.0032955475549203,1.7227472373379336,1.6766217044721805,1.7200676587405124,2.3757423825206567,0.097743609832499,0.10154336197261,521.0,1.0,0.0,0.0,,,0,0,1301500,0,,,,,0.0200410208765555,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,random,scaled_clip,none,morph_joined,0.1,,2,0.9002324287427228,0.0024453228310877,2.480807179575343,2.4073558914318736,2.4817063530762318,3.1212620767848818,0.0479708076353034,0.0517967636219737,497.5,1.0,0.0,0.0,,,0,0,1251650,0,,,,0.961177208980676,0.0200410208765555,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__hoptimus0__main.csv
LUNG,shipped,hoptimus0,random,scaled_clip,none,morph_joined,0.2,,2,0.8006818359832154,0.0031874008505426,1.7433871044114255,1.6971945285346175,1.7439732271258883,2.40124596720669,0.0970523487643101,0.1022658152524744,497.5,1.0,0.0,0.0,,,0,0,1251650,0,,,,0.961177208980676,0.0200410208765555,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__hoptimus0__main.csv
LYMPH_IDC,shipped,hoptimus0,donor,abs,W1,all,0.1,,4,0.5578385387215642,0.2204414044073929,1.2422854973991055,1.13210136907586,1.242285497399105,6.390272578566749,0.2287155947778943,0.2134458665005414,75.06743326899588,0.0150436326348901,0.0050093515034373,0.999866452991453,0.9999895795574966,0.9996577191675242,0,0,2994600,0,,,,,,True,0.0,"sees everything the encoder represents, which includes the slide signature, stain and scanner, not only biology. Trained on the PCA-256 features of C against E from the PCA fit on T.",a3_by_task__hoptimus0__main.csv
LYMPH_IDC,shipped,hoptimus0,donor,abs,W1b,morph_joined,0.1,,4,0.7675719581083373,0.1241008440869522,2.154944564999417,1.9784327960726795,2.154944564999417,4.9163956963529,0.1566238889061554,0.0758041529855072,169.83991533003808,0.034765690497093,0.0050835998215423,0.4267774465035575,0.957499162092089,0.9571794880131688,0,0,2770950,0,,,,0.932287722480217,,True,0.0,"sees tissue composition only: nuclear count, mean and median nuclear area and the five class fractions. It cannot see the slide as an image. Fitted and evaluated on the morphology-joined subset of spots, with `none` reported on that same subset beside it so the comparison is like for like.",a3_by_task__hoptimus0__main.csv
LYMPH_IDC,shipped,hoptimus0,donor,abs,W2,all,0.1,,4,0.8162064197128664,0.1297266316796954,2.438873218893605,2.234054028133801,2.438873218893605,4.767298677125568,0.1443513877751046,0.0394421925120288,4992.0,1.0,0.0,0.0,,,0,0,2994600,0,,,,,,True,0.0,"sees resolution group and, where the task definition defines it, capture session. Nothing else. On every task but PRAD the session field is null for every sample, so the cell is the resolution group alone.",a3_by_task__hoptimus0__main.csv
LYMPH_IDC,shipped,hoptimus0,donor,abs,W3,all,0.1,nominal,4,1.0,0.0,,,,,0.0,0.0,4992.0,1.0,0.0,0.0,,,0,2994600,2994600,59892,1.0,0.5,0.5,,,True,1.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__hoptimus0__main.csv
LYMPH_IDC,shipped,hoptimus0,donor,abs,W3,all,0.2,nominal,4,1.0,0.0,,,,,0.0,0.0,4992.0,1.0,0.0,0.0,,,0,2994600,2994600,59892,1.0,0.5,0.5,,,True,1.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__hoptimus0__main.csv
